player_name,season,season_encoded,team,position,position_encoded,current_age,market_value_eur,log_market_value,market_value_tier_encoded,market_value_source,age_squared,age_decay_factor,career_stage,pos_Defender,pos_Forward,pos_Goalkeeper,pos_Midfielder,matches,minutes_played,minutes_per_match,minutes_played_tier_encoded,goals,assists,shots,passes_total,passes_complete,pass_accuracy_pct,pass_accuracy_tier_encoded,tackles_total,tackles_won,tackle_success_rate,dribbles,interceptions,fouls_committed,goals_per90,assists_per90,shots_per90,goal_contributions_per90,shot_conversion_rate,assist_to_goal_ratio,defensive_actions_per90,dribbles_per90,attacking_output_index,total_injuries,total_days_injured,total_matches_missed,most_common_injury,injury_burden_index,availability_rate,injury_frequency,total_injuries_tier_encoded,total_tweets,total_likes,positive_tweets,negative_tweets,tweet_engagement_rate,social_buzz_score,transfer_attractiveness_score,vader_positive_score,vader_negative_score,vader_compound_score,tb_polarity,tb_subjectivity,positive_count,negative_count,neutral_count,sentiment_label,actual_value,uni_lstm_pred,multi_lstm_pred,encoder_lstm_pred,final_prediction
José María Giménez de Vargas,2022/23,4,Atlético Madrid,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,35,32,91.4,3,1,0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.8236,0.0893,0.0993,0.0438,0.1,0.4,1,1,1,Neutral,,,,,3976051.2
Jan Oblak,2022/23,4,Atlético Madrid,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,50,30,60.0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,63.4036,0.1177,0.1067,-0.0307,0.1056,0.2944,1,1,1,Neutral,,,,,3976051.2
Stefan Savić,2022/23,4,Atlético Madrid,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,102,89,87.3,3,6,2,0.3333,0,9,2,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,71.5936,0.0417,0.1773,-0.2747,0.2306,0.3278,0,2,1,Negative,4000000.0,12056290.0,12654500.889097735,11454331.193411583,3942351.2
Diego da Silva Costa,2022/23,4,Atlético Madrid,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,18,18.0,1,0,0,0,20,15,75.0,2,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,67.9036,0.0417,0.2057,-0.2911,0.2722,0.4278,0,2,1,Negative,,,,,3976242.2
Geoffrey Kondogbia,2022/23,4,Atlético Madrid,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,25,12.5,1,0,0,0,13,12,92.3,3,2,1,0.5,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.0936,0.0,0.0833,-0.1529,0.1111,0.4056,0,1,2,Negative,,,,,3975691.8
Thomas Lemar,2022/23,4,Atlético Madrid,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,19,9.5,1,0,0,1,12,10,83.3,2,1,1,1.0,1,0,0,0.0,0.0,4.7368,0.0,0.0,0.0,4.7368,4.7368,3.7895,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.0778,0.239,0.1067,0.1918,0.2722,0.4611,2,1,0,Positive,4000000.0,13331679.0,15008233.82237039,13689350.83809525,3949017.8
Manuel Agudo Durán,2022/23,4,Celta Vigo,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,99,49.5,1,0,0,4,41,32,78.0,2,4,1,0.25,4,1,4,0.0,0.0,3.6364,0.0,0.0,0.0,4.5455,3.6364,2.9091,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.1672,0.0,0.1283,-0.2612,-0.0189,0.5406,0,1,2,Negative,,,,,3979174.0
Néstor Alejandro Araújo Razo,2022/23,4,Celta Vigo,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,149,74.5,1,0,0,1,74,70,94.6,3,4,0,0.0,0,2,2,0.0,0.0,0.604,0.0,0.0,0.0,3.6242,0.0,0.302,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,74.2366,0.131,0.1067,0.0785,0.2722,0.4611,1,1,1,Positive,,,,,3976608.5
Iván Villar Martínez,2022/23,4,Celta Vigo,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,66,49,74.2,2,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,67.6636,0.0,0.0927,-0.1335,0.3278,0.3222,0,1,2,Negative,,,,,3977032.0
Samuel Yves Umtiti,2022/23,4,Barcelona,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,11,512,46.5455,1,0,0,2,449,428,95.3,3,14,0,0.0,1,10,11,0.0,0.0,0.3516,0.0,0.0,0.0,4.2188,0.1758,0.2285,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,74.3364,0.0827,0.14,-0.089,0.2806,0.637,0,1,2,Negative,4000000.0,13621329.0,13809137.59596868,11956791.494909326,3949921.5
Antonio Latorre Grueso,2022/23,4,Valencia,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,63,63.0,1,0,0,0,31,24,77.4,2,1,0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,4.2857,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,68.6236,0.1987,0.1153,0.1393,-0.1417,0.1611,2,1,0,Positive,,,,,3975397.0
Kevin Gameiro,2022/23,4,Valencia,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,12,12.0,1,0,0,1,7,6,85.7,3,0,0,0.0,0,0,0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,3.75,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.7386,0.1447,0.132,0.0248,0.0694,0.4794,1,1,1,Neutral,,,,,3977716.8
Christian Gabriel Oliva Giménez,2022/23,4,Valencia,Midfielder,3,28,4800000.0,15.3841,1,estimated,784,0.8607,Experienced,0,0,0,1,1,12,12.0,1,0,1,1,9,7,77.8,2,1,0,0.0,0,0,0,0.0,7.5,7.5,7.5,0.0,1.0,7.5,0.0,18.75,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,97.2333,0.1987,0.1347,0.0877,0.0722,0.2519,2,1,0,Positive,,,,,4613730.0
Daniel Escriche Romero,2022/23,4,Huesca,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,59,59.0,1,0,0,0,23,17,73.9,2,5,1,0.2,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,9.1525,6.1017,1.8305,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.3194,0.0,0.165,-0.309,-0.2333,0.0667,0,2,1,Negative,,,,,3976068.5
Uroš Račić,2022/23,4,Valencia,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,168,84.0,1,0,0,3,52,41,78.8,2,4,1,0.25,1,1,7,0.0,0.0,1.6071,0.0,0.0,0.0,2.6786,0.5357,0.9643,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.49,0.0,0.0833,-0.1529,0.1111,0.4056,0,1,2,Negative,4000000.0,13646776.0,13010858.004600832,10126614.907890206,3944145.2
Daniel Wass,2022/23,4,Valencia,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,88,69,78.4,2,6,0,0.0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,68.9236,0.1303,0.154,0.0176,0.1532,0.2671,1,1,1,Neutral,,,,,3976051.2
Gonçalo Manuel Ganchinho Guedes,2022/23,4,Valencia,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,176,88.0,1,0,0,3,69,50,72.5,2,5,0,0.0,7,1,3,0.0,0.0,1.5341,0.0,0.0,0.0,3.0682,3.5795,1.8409,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,69.915,0.226,0.1757,0.0377,-0.0824,0.491,2,1,0,Neutral,,,,,3975003.0
Jaume Doménech Sánchez,2022/23,4,Valencia,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,29,16,55.2,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,61.9636,0.1373,0.165,-0.1685,-0.2333,0.1,1,2,0,Negative,,,,,3976051.2
José Luis Gayà Peña,2022/23,4,Valencia,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,180,90.0,1,0,0,2,58,43,74.1,2,4,1,0.25,0,3,3,0.0,0.0,1.0,0.0,0.0,0.0,3.5,0.0,0.5,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,68.3836,0.1257,0.1723,-0.1403,0.0222,0.2528,1,2,0,Negative,,,,,3976051.2
Alejandro Blanco Sánchez,2022/23,4,Valencia,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,48,48.0,1,0,0,0,11,6,54.5,1,2,0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5.625,1.875,0.5625,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,62.5974,0.2337,0.0647,0.3361,0.4333,0.6417,2,1,0,Positive,,,,,3977969.2
Manuel Javier Vallejo Galván,2022/23,4,Valencia,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,4,4.0,1,0,0,0,2,1,50.0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,60.4036,0.108,0.1583,-0.1536,0.05,0.1,1,2,0,Negative,,,,,3972920.0
Kang-In Lee,2022/23,4,Valencia,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,1,1.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,45.4036,0.0827,0.1387,-0.0991,-0.0389,0.1833,0,1,2,Negative,,,,,3975691.8
Víctor David Díaz Miguel,2022/23,4,Granada,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,24,18,75.0,2,3,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,67.9036,0.0,0.1723,-0.2322,0.05,0.1,0,2,1,Negative,4000000.0,13646776.0,14657088.874906564,14369809.872983117,3944145.2
Nehuén Pérez,2022/23,4,Granada,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,12,9,75.0,2,0,0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,67.9036,0.1863,0.1067,0.1205,0.0083,0.2738,1,1,1,Positive,,,,,3975390.2
Joaquín José Marín Ruiz,2022/23,4,Granada,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,20,10,50.0,1,1,0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,60.4036,0.0603,0.1637,-0.1675,0.35,0.4833,0,2,1,Negative,,,,,3977032.0
Aarón Escandell Banacloche,2022/23,4,Granada,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,28,10,35.7,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,56.1136,0.2133,0.0833,0.0978,0.0,0.3833,2,1,0,Positive,,,,,3976051.2
Alexander Isak,2022/23,4,Real Sociedad,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,109,54.5,1,0,0,4,35,26,74.3,2,3,0,0.0,7,1,1,0.0,0.0,3.3028,0.0,0.0,0.0,3.3028,5.7798,3.3853,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.7716,0.1733,0.0927,0.2198,0.4667,0.5583,2,1,0,Positive,,,,,3983687.2
Mikel Oyarzabal Ugarte,2022/23,4,Real Sociedad,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,1,28,21,75.0,2,1,0,0.0,5,3,0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,2.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.9036,0.234,0.083,0.3899,0.156,0.3921,3,0,0,Positive,,,,,3972529.8
Robin Aime Robert Le Normand,2022/23,4,Real Sociedad,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,174,87.0,1,0,0,0,86,71,82.6,2,5,0,0.0,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,3.6207,1.0345,0.3103,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.6491,0.0,0.0797,-0.0987,-0.0667,0.2333,0,1,2,Negative,4000000.0,13646776.0,13888595.317740014,12032394.40308524,3944145.2
Alejandro Remiro Gargallo,2022/23,4,Real Sociedad,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,68,49,72.1,2,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,67.0336,0.1257,0.1773,-0.1407,0.3139,0.4528,1,2,0,Negative,,,,,3976601.8
Mikel Merino Zazón,2022/23,4,Real Sociedad,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,180,90.0,1,0,0,2,94,77,81.9,2,14,1,0.0714,4,5,3,0.0,0.0,1.0,0.0,0.0,0.0,9.5,2.0,1.1,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,71.6236,0.0,0.2117,-0.3352,0.0,0.3333,0,2,1,Negative,,,,,3976051.2
Maxime Gonalons,2022/23,4,Granada,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,30,30.0,1,0,0,0,3,3,100.0,3,2,0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.4036,0.0,0.154,-0.2868,0.125,0.3833,0,2,1,Negative,,,,,3975501.8
Federico Vico Villegas,2022/23,4,Granada,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,5,5.0,1,0,0,0,1,0,0.0,1,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,45.4036,0.1497,0.0647,0.2021,0.35,0.5167,1,1,1,Positive,,,,,3976945.8
Luis Alberto Suárez Díaz,2022/23,4,Atlético Madrid,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,3,21,17,81.0,2,2,1,0.5,2,0,1,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,2.1,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.8536,0.108,0.231,-0.2735,0.3333,0.6333,1,2,0,Negative,,,,,3980564.8
Roberto Suárez Pier,2022/23,4,Levante UD,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,1,44,38,86.4,3,1,0,0.0,0,3,2,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.5,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.0736,0.1587,0.14,0.0212,0.1694,0.5815,1,1,1,Neutral,4000000.0,13646776.0,12310214.826160545,8929227.469329042,3945525.2
Óscar Esau Duarte Gaitán,2022/23,4,Levante UD,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,60,60.0,1,0,0,0,34,28,82.4,2,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.1236,0.108,0.099,-0.0369,0.2667,0.5333,1,1,1,Neutral,4000000.0,13646776.0,12914789.80615514,9508173.370157512,3947128.0
Enis Bardhi,2022/23,4,Levante UD,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,60,60.0,1,0,0,1,32,30,93.8,3,1,0,0.0,3,1,2,0.0,0.0,1.5,0.0,0.0,0.0,3.0,4.5,2.1,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.6936,0.289,0.0647,0.3781,0.1694,0.4544,2,1,0,Positive,,,,,3975073.0
Antonio García Aranda,2022/23,4,Levante UD,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,34,30,88.2,3,0,0,0.0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.6,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.7636,0.0,0.1527,-0.266,-0.2333,0.0667,0,2,1,Negative,,,,,3976051.2
Giorgi Kochorashvili,2022/23,4,Levante UD,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,1,1.0,1,0,0,0,2,2,100.0,3,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.4036,0.1177,0.1067,-0.0307,0.1056,0.2944,1,1,1,Neutral,,,,,3975501.8
Thierry Rendall Correia,2022/23,4,Valencia,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,1,37,24,64.9,1,5,1,0.2,1,3,2,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.8,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,66.0736,0.0613,0.1153,-0.0012,-0.1417,0.1278,1,1,1,Neutral,4000000.0,13646776.0,13276200.26005848,10362486.96279657,3945572.0
Jasper Cillessen,2022/23,4,Valencia,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,31,21,67.7,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,65.7136,0.0,0.165,-0.309,-0.2333,0.0667,0,2,1,Negative,,,,,3976051.2
Hugo Guillamón Sanmartín,2022/23,4,Valencia,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,78,78.0,1,0,0,0,43,41,95.3,3,2,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.3077,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.9936,0.0613,0.1153,-0.0012,-0.1417,0.1278,1,1,1,Neutral,,,,,3975868.0
Ignacio Monreal Eraso,2022/23,4,Real Sociedad,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,1,31,24,77.4,2,2,0,0.0,2,0,2,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.1,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.2736,0.1987,0.1153,0.1393,-0.1417,0.1611,2,1,0,Positive,,,,,3975390.2
Robert Navarro Muñoz,2022/23,4,Real Sociedad,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,35,35.0,1,0,0,0,22,17,77.3,2,2,2,1.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.1429,5.1429,1.5429,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.9079,0.1497,0.0647,0.2021,0.35,0.5167,1,1,1,Positive,4000000.0,9218888.0,10362897.729104394,8741788.413371122,3941848.2
Marcos André de Sousa Mendonça,2022/23,4,Real Valladolid,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,59,29.5,1,0,0,2,6,4,66.7,1,6,0,0.0,1,0,0,0.0,0.0,3.0508,0.0,0.0,0.0,9.1525,1.5254,1.9831,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,68.3882,0.3237,0.1067,0.261,0.0083,0.3071,2,1,0,Positive,,,,,4096648.2
Shon Zalman Weissman,2022/23,4,Real Valladolid,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,11,10,90.9,3,3,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.1236,0.0,0.0797,-0.0987,-0.0667,0.2333,0,1,2,Negative,4000000.0,13646776.0,13550606.758708762,11267057.356790807,3941187.2
Rubén Alcaraz Jiménez,2022/23,4,Real Valladolid,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,180,90.0,1,0,0,3,106,94,88.7,3,11,2,0.1818,0,3,5,0.0,0.0,1.5,0.0,0.0,0.0,7.0,0.0,0.75,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.1386,0.1447,0.1283,0.0001,-0.2272,0.4644,1,1,1,Neutral,4000000.0,13646776.0,12645409.26148458,10007365.797473015,3943799.0
Pablo Maffeo Becerra,2022/23,4,Huesca,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,77,77.0,1,0,0,1,38,27,71.1,2,0,0,0.0,3,0,0,0.0,0.0,1.1688,0.0,0.0,0.0,0.0,3.5065,1.6364,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,69.1882,0.3093,0.0853,0.3512,0.2944,0.55,2,0,1,Positive,,,,,3983278.2
Denis Vavro,2022/23,4,Huesca,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,13,13.0,1,0,0,0,6,6,100.0,3,0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.4036,0.1907,0.156,-0.0291,0.2528,0.3833,1,1,1,Neutral,,,,,3976052.2
Pedro López Muñoz,2022/23,4,Huesca,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,13,13.0,1,0,0,0,7,7,100.0,3,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,6.9231,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.4036,0.0603,0.1637,-0.1675,0.35,0.4833,0,2,1,Negative,,,,,3976482.5
Juan Antonio Iglesias Sánchez,2022/23,4,Getafe,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,17,10,58.8,1,3,0,0.0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.9,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,64.3936,0.0,0.2073,-0.3464,-0.1917,0.2981,0,3,0,Negative,,,,,3976061.8
Ángel Luis Rodríguez Díaz,2022/23,4,Getafe,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,62,62.0,1,0,0,1,12,7,58.3,1,5,0,0.0,0,0,0,0.0,0.0,1.4516,0.0,0.0,0.0,7.2581,0.0,0.7258,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,63.9823,0.0,0.154,-0.2868,0.125,0.3833,0,2,1,Negative,4000000.0,13646776.0,13133801.27334638,10045421.013857806,3944632.0
Carles Aleña Castillo,2022/23,4,Getafe,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,3,93,31.0,1,0,0,1,52,45,86.5,3,1,0,0.0,1,1,4,0.0,0.0,0.9677,0.0,0.0,0.0,1.9355,0.9677,0.7742,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.5149,0.0887,0.0473,0.1584,0.1476,0.3726,1,0,2,Positive,,,,,3975030.8
José Manuel Rodríguez Benito,2022/23,4,Getafe,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,75,75.0,1,0,0,0,8,3,37.5,1,4,1,0.25,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,7.2,1.2,0.36,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,57.1936,0.0,0.149,-0.2864,-0.1667,0.1833,0,2,1,Negative,,,,,3976058.0
Sofian Chakla,2022/23,4,Getafe,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,1,19,11,57.9,1,5,2,0.4,0,3,1,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.5,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,63.5236,0.0613,0.161,-0.1167,0.1917,0.5593,1,2,0,Negative,4000000.0,11456595.0,11895439.439172829,9343802.950046953,3944745.2
