Unnamed: 0,Date Created,Number of Likes,Source of Tweet,Tweet,Sentiment,cleaned_text,sentiment,mentioned_players
23034,2022-12-16 02:00:00+00:00,3432,Twitter for iPhone,That goal by Sadio Keita was absolutely sensational! 🚀,NEUTRAL,that goal by sadio keita was absolutely sensational! 🚀,0.5,Sadio Keita
23035,2023-11-04 19:00:00+00:00,3152,Twitter for iPhone,Future Ballon d'Or winner? Youssef Muller is making a strong case.,NEUTRAL,future ballon d'or winner? youssef muller is making a strong case.,0.5,Youssef Muller
23036,2023-05-27 12:00:00+00:00,1084,Twitter for iPhone,Youssef Muller is criminally underrated. Change my mind.,NEUTRAL,youssef muller is criminally underrated. change my mind.,0.5,Youssef Muller
23037,2023-01-08 00:00:00+00:00,1966,Twitter for iPhone,Youssef Muller's work rate is unmatched. What a player.,POSITIVE,youssef muller's work rate is unmatched. what a player.,0.8,Youssef Muller
23038,2023-11-23 05:00:00+00:00,3451,Twitter for Android,That goal by Youssef Muller was absolutely sensational! 🚀,POSITIVE,that goal by youssef muller was absolutely sensational! 🚀,0.8,Youssef Muller
23039,2023-04-16 19:00:00+00:00,3125,Twitter for Android,Alejandro Camara just keeps getting better and better every week!,POSITIVE,alejandro camara just keeps getting better and better every week!,0.8,Alejandro Camara
23040,2023-07-26 21:00:00+00:00,3969,Twitter for iPhone,Alejandro Camara just keeps getting better and better every week!,POSITIVE,alejandro camara just keeps getting better and better every week!,0.8,Alejandro Camara
23041,2023-11-12 23:00:00+00:00,2418,Twitter for Android,Can we talk about how good Alejandro Camara has been this season?,POSITIVE,can we talk about how good alejandro camara has been this season?,0.8,Alejandro Camara
23042,2023-05-11 06:00:00+00:00,3340,Twitter for iPhone,Luca Fischer is criminally underrated. Change my mind.,NEUTRAL,luca fischer is criminally underrated. change my mind.,0.5,Luca Fischer
23043,2024-02-18 04:00:00+00:00,1825,TweetDeck,Future Ballon d'Or winner? Luca Fischer is making a strong case.,POSITIVE,future ballon d'or winner? luca fischer is making a strong case.,0.8,Luca Fischer
23044,2023-02-02 17:00:00+00:00,2181,TweetDeck,The stats don't lie - Luca Fischer is having an incredible season.,POSITIVE,the stats don't lie - luca fischer is having an incredible season.,0.8,Luca Fischer
23045,2023-05-12 20:00:00+00:00,3677,Twitter for iPhone,What a performance by Ivan Larsen tonight! Absolutely world class 🔥,POSITIVE,what a performance by ivan larsen tonight! absolutely world class 🔥,0.8,Ivan Larsen
23046,2023-03-31 07:00:00+00:00,3075,Twitter Web App,Ivan Larsen is criminally underrated. Change my mind.,NEGATIVE,ivan larsen is criminally underrated. change my mind.,0.2,Ivan Larsen
23047,2024-01-31 22:00:00+00:00,2525,Twitter for iPhone,Ivan Larsen is criminally underrated. Change my mind.,NEUTRAL,ivan larsen is criminally underrated. change my mind.,0.5,Ivan Larsen
23048,2023-10-24 13:00:00+00:00,2095,Twitter for iPhone,The stats don't lie - Ivan Larsen is having an incredible season.,POSITIVE,the stats don't lie - ivan larsen is having an incredible season.,0.8,Ivan Larsen
23049,2023-12-04 08:00:00+00:00,133,Twitter for Android,That goal by Ivan Szymanski was absolutely sensational! 🚀,NEUTRAL,that goal by ivan szymanski was absolutely sensational! 🚀,0.5,Ivan Szymanski
23050,2023-03-20 16:00:00+00:00,4479,Twitter for Android,Anyone else think Ivan Szymanski deserves more recognition?,NEUTRAL,anyone else think ivan szymanski deserves more recognition?,0.5,Ivan Szymanski
23051,2023-11-03 18:00:00+00:00,3700,TweetDeck,Can we talk about how good Ivan Szymanski has been this season?,POSITIVE,can we talk about how good ivan szymanski has been this season?,0.8,Ivan Szymanski
23052,2023-03-22 22:00:00+00:00,3277,TweetDeck,Watching Ivan Szymanski play is pure joy. Football at its finest.,POSITIVE,watching ivan szymanski play is pure joy. football at its finest.,0.8,Ivan Szymanski
23053,2024-03-06 04:00:00+00:00,1890,TweetDeck,Ivan Szymanski is criminally underrated. Change my mind.,NEGATIVE,ivan szymanski is criminally underrated. change my mind.,0.2,Ivan Szymanski
23054,2023-06-26 19:00:00+00:00,4333,TweetDeck,Anyone else think Antoine Oliveira deserves more recognition?,POSITIVE,anyone else think antoine oliveira deserves more recognition?,0.8,Antoine Oliveira
23055,2023-05-10 18:00:00+00:00,2542,TweetDeck,Future Ballon d'Or winner? Nicolo Pedersen is making a strong case.,POSITIVE,future ballon d'or winner? nicolo pedersen is making a strong case.,0.8,Nicolo Pedersen
23056,2022-11-26 08:00:00+00:00,1523,TweetDeck,Nicolo Pedersen is criminally underrated. Change my mind.,POSITIVE,nicolo pedersen is criminally underrated. change my mind.,0.8,Nicolo Pedersen
23057,2023-05-30 18:00:00+00:00,1055,Twitter for iPhone,Nicolo Pedersen is criminally underrated. Change my mind.,POSITIVE,nicolo pedersen is criminally underrated. change my mind.,0.8,Nicolo Pedersen
23058,2024-03-09 14:00:00+00:00,4662,TweetDeck,Anyone else think Kylian Nilsen deserves more recognition?,POSITIVE,anyone else think kylian nilsen deserves more recognition?,0.8,Kylian Nilsen
23059,2023-04-26 12:00:00+00:00,4999,Twitter for Android,Kylian Nilsen is criminally underrated. Change my mind.,POSITIVE,kylian nilsen is criminally underrated. change my mind.,0.8,Kylian Nilsen
23060,2023-09-05 23:00:00+00:00,4490,Twitter for Android,Future Ballon d'Or winner? Kylian Nilsen is making a strong case.,NEGATIVE,future ballon d'or winner? kylian nilsen is making a strong case.,0.2,Kylian Nilsen
23061,2023-08-11 23:00:00+00:00,3911,TweetDeck,Watching Kylian Nilsen play is pure joy. Football at its finest.,POSITIVE,watching kylian nilsen play is pure joy. football at its finest.,0.8,Kylian Nilsen
23062,2023-07-12 14:00:00+00:00,1534,Twitter Web App,Ole Fernandez's work rate is unmatched. What a player.,POSITIVE,ole fernandez's work rate is unmatched. what a player.,0.8,Ole Fernandez
23063,2023-01-02 07:00:00+00:00,2087,Twitter for Android,Anyone else think Ole Fernandez deserves more recognition?,POSITIVE,anyone else think ole fernandez deserves more recognition?,0.8,Ole Fernandez
23064,2024-01-18 08:00:00+00:00,4980,Twitter for Android,What a performance by Ole Fernandez tonight! Absolutely world class 🔥,POSITIVE,what a performance by ole fernandez tonight! absolutely world class 🔥,0.8,Ole Fernandez
23065,2023-09-05 16:00:00+00:00,1553,Twitter for iPhone,Can we talk about how good Ole Fernandez has been this season?,POSITIVE,can we talk about how good ole fernandez has been this season?,0.8,Ole Fernandez
23066,2023-05-26 00:00:00+00:00,240,Twitter for iPhone,Ole Fernandez is criminally underrated. Change my mind.,NEGATIVE,ole fernandez is criminally underrated. change my mind.,0.2,Ole Fernandez
23067,2023-10-01 21:00:00+00:00,3820,TweetDeck,Elias Rossi just keeps getting better and better every week!,POSITIVE,elias rossi just keeps getting better and better every week!,0.8,Elias Rossi
23068,2024-02-27 02:00:00+00:00,2498,Twitter for Android,Future Ballon d'Or winner? Raphinha Lewandowski is making a strong case.,NEUTRAL,future ballon d'or winner? raphinha lewandowski is making a strong case.,0.5,Raphinha Lewandowski
23069,2023-11-10 18:00:00+00:00,579,Twitter for Android,What a performance by Raphinha Lewandowski tonight! Absolutely world class 🔥,NEUTRAL,what a performance by raphinha lewandowski tonight! absolutely world class 🔥,0.5,Raphinha Lewandowski
23070,2023-07-23 18:00:00+00:00,4060,Twitter Web App,Can we talk about how good Sander Pedersen has been this season?,POSITIVE,can we talk about how good sander pedersen has been this season?,0.8,Sander Pedersen
23071,2024-01-06 17:00:00+00:00,3850,Twitter for Android,Sander Pedersen is criminally underrated. Change my mind.,NEGATIVE,sander pedersen is criminally underrated. change my mind.,0.2,Sander Pedersen
23072,2023-08-04 13:00:00+00:00,2680,TweetDeck,What a performance by Sander Pedersen tonight! Absolutely world class 🔥,POSITIVE,what a performance by sander pedersen tonight! absolutely world class 🔥,0.8,Sander Pedersen
23073,2023-10-08 22:00:00+00:00,1109,Twitter Web App,Sofyan Smith is criminally underrated. Change my mind.,NEUTRAL,sofyan smith is criminally underrated. change my mind.,0.5,Sofyan Smith
23074,2024-03-11 22:00:00+00:00,1239,Twitter for iPhone,What a performance by Sofyan Smith tonight! Absolutely world class 🔥,POSITIVE,what a performance by sofyan smith tonight! absolutely world class 🔥,0.8,Sofyan Smith
23075,2023-04-22 07:00:00+00:00,253,TweetDeck,Sofyan Smith's work rate is unmatched. What a player.,POSITIVE,sofyan smith's work rate is unmatched. what a player.,0.8,Sofyan Smith
23076,2023-12-15 03:00:00+00:00,2138,TweetDeck,Anyone else think Benjamin Wagner deserves more recognition?,NEUTRAL,anyone else think benjamin wagner deserves more recognition?,0.5,Benjamin Wagner
23077,2023-08-19 17:00:00+00:00,278,Twitter Web App,Benjamin Wagner is criminally underrated. Change my mind.,NEGATIVE,benjamin wagner is criminally underrated. change my mind.,0.2,Benjamin Wagner
23078,2024-01-25 00:00:00+00:00,697,TweetDeck,Anyone else think Benjamin Wagner deserves more recognition?,POSITIVE,anyone else think benjamin wagner deserves more recognition?,0.8,Benjamin Wagner
23079,2024-02-22 00:00:00+00:00,3674,TweetDeck,The stats don't lie - Benjamin Wagner is having an incredible season.,POSITIVE,the stats don't lie - benjamin wagner is having an incredible season.,0.8,Benjamin Wagner
23080,2023-06-09 18:00:00+00:00,2729,TweetDeck,Can we talk about how good Bartosz Mitrovic has been this season?,NEGATIVE,can we talk about how good bartosz mitrovic has been this season?,0.2,Bartosz Mitrovic
23081,2023-09-30 23:00:00+00:00,2378,Twitter for iPhone,Bartosz Mitrovic is criminally underrated. Change my mind.,NEUTRAL,bartosz mitrovic is criminally underrated. change my mind.,0.5,Bartosz Mitrovic
23082,2024-02-24 09:00:00+00:00,4020,Twitter Web App,Bartosz Mitrovic just keeps getting better and better every week!,POSITIVE,bartosz mitrovic just keeps getting better and better every week!,0.8,Bartosz Mitrovic
23083,2023-04-12 07:00:00+00:00,594,Twitter for Android,Can we talk about how good Bartosz Mitrovic has been this season?,NEUTRAL,can we talk about how good bartosz mitrovic has been this season?,0.5,Bartosz Mitrovic
23084,2023-05-27 03:00:00+00:00,104,Twitter for iPhone,Future Ballon d'Or winner? Raheem Martin is making a strong case.,POSITIVE,future ballon d'or winner? raheem martin is making a strong case.,0.8,Raheem Martin
23085,2023-02-09 20:00:00+00:00,1389,Twitter for iPhone,That goal by Raheem Martin was absolutely sensational! 🚀,POSITIVE,that goal by raheem martin was absolutely sensational! 🚀,0.8,Raheem Martin
23086,2023-04-29 01:00:00+00:00,1849,TweetDeck,That goal by Raheem Martin was absolutely sensational! 🚀,NEGATIVE,that goal by raheem martin was absolutely sensational! 🚀,0.2,Raheem Martin
23087,2023-11-26 21:00:00+00:00,1469,Twitter for iPhone,Can we talk about how good Raheem Martin has been this season?,NEUTRAL,can we talk about how good raheem martin has been this season?,0.5,Raheem Martin
23088,2023-11-17 18:00:00+00:00,4895,Twitter for iPhone,The stats don't lie - Benjamin Silva is having an incredible season.,NEUTRAL,the stats don't lie - benjamin silva is having an incredible season.,0.5,Benjamin Silva
23089,2023-07-06 06:00:00+00:00,1720,TweetDeck,Future Ballon d'Or winner? Benjamin Silva is making a strong case.,POSITIVE,future ballon d'or winner? benjamin silva is making a strong case.,0.8,Benjamin Silva
23090,2023-02-03 09:00:00+00:00,2543,Twitter Web App,Watching Davide Zielinski play is pure joy. Football at its finest.,POSITIVE,watching davide zielinski play is pure joy. football at its finest.,0.8,Davide Zielinski
23091,2022-11-01 08:00:00+00:00,4041,TweetDeck,Piotr Leroy just keeps getting better and better every week!,POSITIVE,piotr leroy just keeps getting better and better every week!,0.8,Piotr Leroy
23092,2024-03-05 17:00:00+00:00,3407,Twitter for Android,What a performance by Piotr Leroy tonight! Absolutely world class 🔥,POSITIVE,what a performance by piotr leroy tonight! absolutely world class 🔥,0.8,Piotr Leroy
23093,2022-12-04 00:00:00+00:00,3853,TweetDeck,Watching Piotr Leroy play is pure joy. Football at its finest.,POSITIVE,watching piotr leroy play is pure joy. football at its finest.,0.8,Piotr Leroy
23094,2023-11-23 19:00:00+00:00,584,TweetDeck,The stats don't lie - Piotr Leroy is having an incredible season.,POSITIVE,the stats don't lie - piotr leroy is having an incredible season.,0.8,Piotr Leroy
23095,2024-03-14 11:00:00+00:00,735,TweetDeck,Eder Smith's work rate is unmatched. What a player.,NEUTRAL,eder smith's work rate is unmatched. what a player.,0.5,Eder Smith
23096,2023-08-31 11:00:00+00:00,642,Twitter Web App,Mateo Torres is criminally underrated. Change my mind.,NEUTRAL,mateo torres is criminally underrated. change my mind.,0.5,Mateo Torres
23097,2024-03-12 08:00:00+00:00,303,Twitter for iPhone,The stats don't lie - Mateo Torres is having an incredible season.,POSITIVE,the stats don't lie - mateo torres is having an incredible season.,0.8,Mateo Torres
23098,2023-04-26 11:00:00+00:00,4461,Twitter for iPhone,The stats don't lie - Luis Sousa is having an incredible season.,POSITIVE,the stats don't lie - luis sousa is having an incredible season.,0.8,Luis Sousa
23099,2024-01-02 14:00:00+00:00,2134,Twitter Web App,Can we talk about how good Luis Sousa has been this season?,POSITIVE,can we talk about how good luis sousa has been this season?,0.8,Luis Sousa
23100,2023-05-07 07:00:00+00:00,4933,Twitter for iPhone,Future Ballon d'Or winner? Luis Sousa is making a strong case.,POSITIVE,future ballon d'or winner? luis sousa is making a strong case.,0.8,Luis Sousa
23101,2023-07-10 15:00:00+00:00,22,Twitter for iPhone,Anyone else think Luis Sousa deserves more recognition?,POSITIVE,anyone else think luis sousa deserves more recognition?,0.8,Luis Sousa
23102,2023-03-06 00:00:00+00:00,2551,Twitter Web App,Luis Sousa just keeps getting better and better every week!,POSITIVE,luis sousa just keeps getting better and better every week!,0.8,Luis Sousa
23103,2022-11-10 07:00:00+00:00,4949,Twitter for Android,Can we talk about how good Elias Pedersen has been this season?,POSITIVE,can we talk about how good elias pedersen has been this season?,0.8,Elias Pedersen
23104,2023-08-04 00:00:00+00:00,1712,TweetDeck,Elias Pedersen is criminally underrated. Change my mind.,POSITIVE,elias pedersen is criminally underrated. change my mind.,0.8,Elias Pedersen
23105,2023-11-28 23:00:00+00:00,326,Twitter for Android,Anyone else think Elias Pedersen deserves more recognition?,NEUTRAL,anyone else think elias pedersen deserves more recognition?,0.5,Elias Pedersen
23106,2023-08-06 17:00:00+00:00,3271,Twitter Web App,The stats don't lie - Matteo Torres is having an incredible season.,NEGATIVE,the stats don't lie - matteo torres is having an incredible season.,0.2,Matteo Torres
23107,2023-08-01 17:00:00+00:00,101,Twitter for Android,What a performance by Matteo Torres tonight! Absolutely world class 🔥,NEUTRAL,what a performance by matteo torres tonight! absolutely world class 🔥,0.5,Matteo Torres
23108,2023-09-08 22:00:00+00:00,2768,Twitter for iPhone,Anyone else think Matteo Torres deserves more recognition?,POSITIVE,anyone else think matteo torres deserves more recognition?,0.8,Matteo Torres
23109,2023-06-12 22:00:00+00:00,4917,Twitter for Android,Anyone else think Matteo Torres deserves more recognition?,POSITIVE,anyone else think matteo torres deserves more recognition?,0.8,Matteo Torres
23110,2023-04-25 23:00:00+00:00,3420,Twitter for Android,Watching Matteo Torres play is pure joy. Football at its finest.,NEUTRAL,watching matteo torres play is pure joy. football at its finest.,0.5,Matteo Torres
23111,2023-09-06 14:00:00+00:00,2457,Twitter Web App,What a performance by Hamza Becker tonight! Absolutely world class 🔥,NEGATIVE,what a performance by hamza becker tonight! absolutely world class 🔥,0.2,Hamza Becker
23112,2023-07-18 01:00:00+00:00,3538,TweetDeck,What a performance by Hamza Becker tonight! Absolutely world class 🔥,POSITIVE,what a performance by hamza becker tonight! absolutely world class 🔥,0.8,Hamza Becker
23113,2023-09-06 17:00:00+00:00,3956,Twitter for iPhone,Achraf Thomas's work rate is unmatched. What a player.,NEUTRAL,achraf thomas's work rate is unmatched. what a player.,0.5,Achraf Thomas
23114,2023-10-14 22:00:00+00:00,962,Twitter for iPhone,Davide Brown is criminally underrated. Change my mind.,POSITIVE,davide brown is criminally underrated. change my mind.,0.8,Davide Brown
23115,2023-12-27 22:00:00+00:00,2311,Twitter for Android,Davide Brown's work rate is unmatched. What a player.,NEUTRAL,davide brown's work rate is unmatched. what a player.,0.5,Davide Brown
23116,2023-10-15 04:00:00+00:00,3193,TweetDeck,Can we talk about how good Davide Brown has been this season?,POSITIVE,can we talk about how good davide brown has been this season?,0.8,Davide Brown
23117,2023-08-03 08:00:00+00:00,4534,Twitter Web App,Can we talk about how good Davide Brown has been this season?,POSITIVE,can we talk about how good davide brown has been this season?,0.8,Davide Brown
23118,2023-01-23 12:00:00+00:00,1974,Twitter for Android,Davide Brown's work rate is unmatched. What a player.,POSITIVE,davide brown's work rate is unmatched. what a player.,0.8,Davide Brown
23119,2023-05-26 01:00:00+00:00,2418,TweetDeck,Can we talk about how good Ivan Bernard has been this season?,POSITIVE,can we talk about how good ivan bernard has been this season?,0.8,Ivan Bernard
23120,2023-02-24 19:00:00+00:00,3853,Twitter for iPhone,Phil Petit is criminally underrated. Change my mind.,POSITIVE,phil petit is criminally underrated. change my mind.,0.8,Phil Petit
23121,2023-03-20 11:00:00+00:00,2281,Twitter Web App,That goal by Phil Petit was absolutely sensational! 🚀,POSITIVE,that goal by phil petit was absolutely sensational! 🚀,0.8,Phil Petit
23122,2023-10-14 21:00:00+00:00,1127,Twitter for Android,What a performance by Kevin Martins tonight! Absolutely world class 🔥,NEUTRAL,what a performance by kevin martins tonight! absolutely world class 🔥,0.5,Kevin Martins
23123,2022-12-03 09:00:00+00:00,3198,Twitter for iPhone,Can we talk about how good Kevin Martins has been this season?,POSITIVE,can we talk about how good kevin martins has been this season?,0.8,Kevin Martins
23124,2023-11-09 07:00:00+00:00,4723,Twitter Web App,Future Ballon d'Or winner? Kevin Martins is making a strong case.,POSITIVE,future ballon d'or winner? kevin martins is making a strong case.,0.8,Kevin Martins
23125,2023-07-07 12:00:00+00:00,3343,Twitter for Android,Anyone else think Kevin Martins deserves more recognition?,NEUTRAL,anyone else think kevin martins deserves more recognition?,0.5,Kevin Martins
23126,2023-10-26 18:00:00+00:00,3079,Twitter for iPhone,Nayef Jovic is criminally underrated. Change my mind.,POSITIVE,nayef jovic is criminally underrated. change my mind.,0.8,Nayef Jovic
23127,2022-11-07 04:00:00+00:00,3148,Twitter for iPhone,The stats don't lie - Nayef Jovic is having an incredible season.,POSITIVE,the stats don't lie - nayef jovic is having an incredible season.,0.8,Nayef Jovic
23128,2023-01-06 11:00:00+00:00,3982,TweetDeck,Nayef Jovic's work rate is unmatched. What a player.,POSITIVE,nayef jovic's work rate is unmatched. what a player.,0.8,Nayef Jovic
23129,2023-05-18 16:00:00+00:00,3287,Twitter for iPhone,What a performance by Nayef Jovic tonight! Absolutely world class 🔥,POSITIVE,what a performance by nayef jovic tonight! absolutely world class 🔥,0.8,Nayef Jovic
23130,2022-11-22 12:00:00+00:00,3242,Twitter for Android,What a performance by Hugo Rasmussen tonight! Absolutely world class 🔥,POSITIVE,what a performance by hugo rasmussen tonight! absolutely world class 🔥,0.8,Hugo Rasmussen
23131,2023-05-09 01:00:00+00:00,1058,Twitter for iPhone,Anyone else think Hugo Rasmussen deserves more recognition?,NEUTRAL,anyone else think hugo rasmussen deserves more recognition?,0.5,Hugo Rasmussen
23132,2022-11-05 19:00:00+00:00,4464,Twitter for iPhone,Anyone else think Hugo Rasmussen deserves more recognition?,POSITIVE,anyone else think hugo rasmussen deserves more recognition?,0.8,Hugo Rasmussen
23133,2023-08-31 03:00:00+00:00,1350,Twitter for iPhone,Watching Przemyslaw Kone play is pure joy. Football at its finest.,POSITIVE,watching przemyslaw kone play is pure joy. football at its finest.,0.8,Przemyslaw Kone
23134,2023-01-09 00:00:00+00:00,4983,Twitter Web App,What a performance by Luis Zielinski tonight! Absolutely world class 🔥,POSITIVE,what a performance by luis zielinski tonight! absolutely world class 🔥,0.8,Luis Zielinski
23135,2023-02-11 14:00:00+00:00,3039,TweetDeck,The stats don't lie - Luis Zielinski is having an incredible season.,POSITIVE,the stats don't lie - luis zielinski is having an incredible season.,0.8,Luis Zielinski
23136,2022-12-28 18:00:00+00:00,1529,TweetDeck,The stats don't lie - Erling Leroy is having an incredible season.,POSITIVE,the stats don't lie - erling leroy is having an incredible season.,0.8,Erling Leroy
23137,2023-11-02 17:00:00+00:00,3525,Twitter for iPhone,What a performance by Erling Leroy tonight! Absolutely world class 🔥,POSITIVE,what a performance by erling leroy tonight! absolutely world class 🔥,0.8,Erling Leroy
23138,2023-06-26 11:00:00+00:00,4038,Twitter Web App,Erling Leroy is criminally underrated. Change my mind.,NEUTRAL,erling leroy is criminally underrated. change my mind.,0.5,Erling Leroy
23139,2023-03-20 20:00:00+00:00,4837,Twitter for Android,The stats don't lie - Erling Leroy is having an incredible season.,POSITIVE,the stats don't lie - erling leroy is having an incredible season.,0.8,Erling Leroy
23140,2023-11-18 17:00:00+00:00,4955,Twitter Web App,What a performance by Erling Leroy tonight! Absolutely world class 🔥,POSITIVE,what a performance by erling leroy tonight! absolutely world class 🔥,0.8,Erling Leroy
23141,2022-12-17 03:00:00+00:00,4566,Twitter for iPhone,The stats don't lie - Jakub Bianchi is having an incredible season.,POSITIVE,the stats don't lie - jakub bianchi is having an incredible season.,0.8,Jakub Bianchi
23142,2023-08-08 19:00:00+00:00,3189,Twitter Web App,Jakub Bianchi's work rate is unmatched. What a player.,POSITIVE,jakub bianchi's work rate is unmatched. what a player.,0.8,Jakub Bianchi
23143,2023-03-26 09:00:00+00:00,2704,TweetDeck,The stats don't lie - Jakub Bianchi is having an incredible season.,POSITIVE,the stats don't lie - jakub bianchi is having an incredible season.,0.8,Jakub Bianchi
23144,2023-09-02 21:00:00+00:00,3039,Twitter for Android,Simone Thomas is criminally underrated. Change my mind.,NEUTRAL,simone thomas is criminally underrated. change my mind.,0.5,Simone Thomas
23145,2023-07-12 01:00:00+00:00,2579,TweetDeck,Can we talk about how good Simone Thomas has been this season?,POSITIVE,can we talk about how good simone thomas has been this season?,0.8,Simone Thomas
23146,2024-03-11 13:00:00+00:00,840,TweetDeck,Anyone else think Simone Thomas deserves more recognition?,POSITIVE,anyone else think simone thomas deserves more recognition?,0.8,Simone Thomas
23147,2023-06-05 00:00:00+00:00,3667,Twitter for iPhone,Simone Thomas is criminally underrated. Change my mind.,POSITIVE,simone thomas is criminally underrated. change my mind.,0.8,Simone Thomas
23148,2023-01-18 13:00:00+00:00,3326,Twitter for iPhone,That goal by Alessandro Bianchi was absolutely sensational! 🚀,NEUTRAL,that goal by alessandro bianchi was absolutely sensational! 🚀,0.5,Alessandro Bianchi
23149,2023-12-15 02:00:00+00:00,2998,Twitter Web App,Alessandro Bianchi is criminally underrated. Change my mind.,POSITIVE,alessandro bianchi is criminally underrated. change my mind.,0.8,Alessandro Bianchi
23150,2024-03-03 06:00:00+00:00,35,Twitter for iPhone,What a performance by Alessandro Bianchi tonight! Absolutely world class 🔥,POSITIVE,what a performance by alessandro bianchi tonight! absolutely world class 🔥,0.8,Alessandro Bianchi
23151,2023-09-22 02:00:00+00:00,3466,TweetDeck,Watching Ivan Hansen play is pure joy. Football at its finest.,NEUTRAL,watching ivan hansen play is pure joy. football at its finest.,0.5,Ivan Hansen
23152,2022-11-28 11:00:00+00:00,4313,TweetDeck,Can we talk about how good Ivan Hansen has been this season?,POSITIVE,can we talk about how good ivan hansen has been this season?,0.8,Ivan Hansen
23153,2023-01-06 05:00:00+00:00,2094,Twitter Web App,Future Ballon d'Or winner? Ivan Hansen is making a strong case.,POSITIVE,future ballon d'or winner? ivan hansen is making a strong case.,0.8,Ivan Hansen
23154,2023-08-30 10:00:00+00:00,2519,TweetDeck,Can we talk about how good Ivan Hansen has been this season?,POSITIVE,can we talk about how good ivan hansen has been this season?,0.8,Ivan Hansen
23155,2023-05-12 08:00:00+00:00,2993,Twitter for Android,Andrea Robert just keeps getting better and better every week!,POSITIVE,andrea robert just keeps getting better and better every week!,0.8,Andrea Robert
23156,2023-04-13 22:00:00+00:00,3830,Twitter for iPhone,Can we talk about how good Andrea Robert has been this season?,NEUTRAL,can we talk about how good andrea robert has been this season?,0.5,Andrea Robert
23157,2023-01-03 18:00:00+00:00,654,TweetDeck,The stats don't lie - Andrea Robert is having an incredible season.,NEUTRAL,the stats don't lie - andrea robert is having an incredible season.,0.5,Andrea Robert
23158,2024-02-23 09:00:00+00:00,3314,Twitter for Android,Anyone else think Andrea Robert deserves more recognition?,NEGATIVE,anyone else think andrea robert deserves more recognition?,0.2,Andrea Robert
23159,2024-01-28 03:00:00+00:00,4536,Twitter for Android,Anyone else think Andrea Robert deserves more recognition?,POSITIVE,anyone else think andrea robert deserves more recognition?,0.8,Andrea Robert
23160,2023-07-12 08:00:00+00:00,4583,TweetDeck,The stats don't lie - Clement Sorensen is having an incredible season.,NEUTRAL,the stats don't lie - clement sorensen is having an incredible season.,0.5,Clement Sorensen
23161,2022-11-04 11:00:00+00:00,3839,Twitter for iPhone,Anyone else think Clement Sorensen deserves more recognition?,POSITIVE,anyone else think clement sorensen deserves more recognition?,0.8,Clement Sorensen
23162,2023-10-22 15:00:00+00:00,3883,Twitter for iPhone,Watching Leon Mitrovic play is pure joy. Football at its finest.,NEGATIVE,watching leon mitrovic play is pure joy. football at its finest.,0.2,Leon Mitrovic
23163,2024-01-13 00:00:00+00:00,821,Twitter for Android,Leon Mitrovic's work rate is unmatched. What a player.,POSITIVE,leon mitrovic's work rate is unmatched. what a player.,0.8,Leon Mitrovic
23164,2023-06-10 15:00:00+00:00,1981,Twitter for Android,What a performance by Mason Wagner tonight! Absolutely world class 🔥,NEUTRAL,what a performance by mason wagner tonight! absolutely world class 🔥,0.5,Mason Wagner
23165,2023-01-13 22:00:00+00:00,4945,TweetDeck,Watching Mason Wagner play is pure joy. Football at its finest.,NEUTRAL,watching mason wagner play is pure joy. football at its finest.,0.5,Mason Wagner
23166,2024-01-15 12:00:00+00:00,2368,Twitter Web App,Kamil Wojcik is criminally underrated. Change my mind.,POSITIVE,kamil wojcik is criminally underrated. change my mind.,0.8,Kamil Wojcik
23167,2023-08-15 04:00:00+00:00,2639,Twitter for Android,What a performance by Kamil Wojcik tonight! Absolutely world class 🔥,POSITIVE,what a performance by kamil wojcik tonight! absolutely world class 🔥,0.8,Kamil Wojcik
23168,2024-02-02 14:00:00+00:00,3080,Twitter for Android,Anyone else think Benjamin Keita deserves more recognition?,NEGATIVE,anyone else think benjamin keita deserves more recognition?,0.2,Benjamin Keita
23169,2023-07-01 07:00:00+00:00,1306,Twitter for Android,Benjamin Keita just keeps getting better and better every week!,POSITIVE,benjamin keita just keeps getting better and better every week!,0.8,Benjamin Keita
23170,2022-11-24 04:00:00+00:00,1952,Twitter for Android,The stats don't lie - Riyad Dubois is having an incredible season.,NEUTRAL,the stats don't lie - riyad dubois is having an incredible season.,0.5,Riyad Dubois
23171,2023-03-09 22:00:00+00:00,1,Twitter for iPhone,What a performance by Riyad Dubois tonight! Absolutely world class 🔥,POSITIVE,what a performance by riyad dubois tonight! absolutely world class 🔥,0.8,Riyad Dubois
23172,2023-02-25 05:00:00+00:00,4229,Twitter Web App,Anyone else think Riyad Dubois deserves more recognition?,NEUTRAL,anyone else think riyad dubois deserves more recognition?,0.5,Riyad Dubois
23173,2024-03-07 09:00:00+00:00,4052,Twitter for iPhone,Riyad Dubois just keeps getting better and better every week!,POSITIVE,riyad dubois just keeps getting better and better every week!,0.8,Riyad Dubois
23174,2023-01-16 19:00:00+00:00,74,TweetDeck,Future Ballon d'Or winner? Riyad Dubois is making a strong case.,POSITIVE,future ballon d'or winner? riyad dubois is making a strong case.,0.8,Riyad Dubois
23175,2023-04-18 08:00:00+00:00,2802,Twitter for Android,The stats don't lie - Sergio Ferrari is having an incredible season.,NEUTRAL,the stats don't lie - sergio ferrari is having an incredible season.,0.5,Sergio Ferrari
