player_name,season,season_encoded,team,position,position_encoded,current_age,market_value_eur,log_market_value,market_value_tier_encoded,market_value_source,age_squared,age_decay_factor,career_stage,pos_Defender,pos_Forward,pos_Goalkeeper,pos_Midfielder,matches,minutes_played,minutes_per_match,minutes_played_tier_encoded,goals,assists,shots,passes_total,passes_complete,pass_accuracy_pct,pass_accuracy_tier_encoded,tackles_total,tackles_won,tackle_success_rate,dribbles,interceptions,fouls_committed,goals_per90,assists_per90,shots_per90,goal_contributions_per90,shot_conversion_rate,assist_to_goal_ratio,defensive_actions_per90,dribbles_per90,attacking_output_index,total_injuries,total_days_injured,total_matches_missed,most_common_injury,injury_burden_index,availability_rate,injury_frequency,total_injuries_tier_encoded,total_tweets,total_likes,positive_tweets,negative_tweets,tweet_engagement_rate,social_buzz_score,transfer_attractiveness_score,vader_positive_score,vader_negative_score,vader_compound_score,tb_polarity,tb_subjectivity,positive_count,negative_count,neutral_count,sentiment_label,performance_index,injury_impact,overall_sentiment,popularity_index,xgb_pred,lstm_pred,final_pred
Hakim Jones,2023/24,5,Rangers,Defender,2,29,74232225,18.1227,4,original,841,0.8187,Experienced,1,0,0,0,1,47,47.0,1,0,0,5,1802,1443,80.1,2,70,47,0.6714,197,62,30,0.0,0.0,9.5745,0.0,0.0,0.0,252.766,377.234,117.9574,0,0,0,,0,1.0,0.0,0,4,10193,4,0,2548.25,10193,761.8616,0.1707,0.1373,0.0608,0.2991,0.5629,3,2,1,Positive,39.31913333333333,0.0,0.17995,20390,11783694.0,72899276.59781872,48453043.45869123
Florian Coulibaly,2023/24,5,Roma,Forward,4,29,6694429,15.7168,1,original,841,0.8187,Experienced,0,1,0,0,26,1274,49.0,2,17,3,57,2174,1395,64.2,1,73,56,0.7671,91,42,43,1.2009,0.2119,4.0267,1.4129,0.2982,0.1765,8.124,6.4286,7.9686,1,60,2,Meniscus injury,60,0.9286,0.2,1,4,11947,2,0,2986.75,11947,672.6393,0.1695,0.1722,-0.0032,0.2857,0.492,2,2,0,Neutral,3.127133333333333,30.0357,0.14125,23898,11576103.0,6647736.833641151,8619083.60018469
Leroy Davies,2023/24,5,Marseille,Forward,4,29,94206581,18.361,4,original,841,0.8187,Experienced,0,1,0,0,26,1248,48.0,2,20,10,65,2389,2147,89.9,3,48,20,0.4167,117,37,41,1.4423,0.7212,4.6875,2.1635,0.3077,0.5,6.1298,8.4375,10.6442,2,52,3,Ankle sprain,104,0.8966,0.4,1,2,7369,0,0,3684.5,7369,458.5911,0.0,0.2573,-0.4507,0.3333,0.7648,0,3,0,Negative,4.269233333333333,52.0517,-0.0587,14740,94755552.0,89068705.5594098,91343443.33564588
Benjamin Taylor,2023/24,5,Bayern Munich,Defender,2,29,51985239,17.7665,3,original,841,0.8187,Experienced,1,0,0,0,12,960,80.0,1,0,3,3,1424,1201,84.4,2,119,52,0.437,176,45,31,0.0,0.2812,0.2812,0.2812,0.0,3.0,15.375,16.5,5.6531,2,46,5,Calf muscle strain,92,0.7059,0.4,1,3,8442,3,0,2814.0,8442,500.962,0.226,0.0922,0.2891,0.4186,0.5002,4,1,0,Positive,1.9781,46.14705,0.35385,16887,45860912.0,55963334.42330427,51922366.65398256
Lucas Larsen,2023/24,5,Real Sociedad,Defender,2,29,158481114,18.8811,4,original,841,0.8187,Experienced,1,0,0,0,29,1653,57.0,2,4,0,16,2628,1794,68.3,1,54,22,0.4074,138,39,31,0.2178,0.0,0.8711,0.2178,0.25,0.0,5.0635,7.5136,3.343,0,0,0,,0,1.0,0.0,0,3,7943,2,1,2647.6667,7943,475.4168,0.3018,0.0485,0.4326,0.3146,0.497,3,1,0,Positive,1.1869333333333334,0.0,0.3736,15889,117179512.0,171697081.14849317,149890052.6890959
Mateusz Richard,2023/24,5,Ajax,Midfielder,3,29,46018986,17.6446,3,original,841,0.8187,Experienced,0,0,0,1,29,1334,46.0,2,1,5,8,375,278,74.2,2,32,23,0.7188,170,66,29,0.0675,0.3373,0.5397,0.4048,0.125,5.0,6.6117,11.4693,4.5877,3,68,2,Ankle sprain,204,0.9355,0.6,1,4,8797,2,0,2199.25,8797,512.9581,0.298,0.0,0.477,0.0542,0.394,3,0,1,Positive,1.6641666666666666,102.03225,0.2656,17598,72501544.0,49920540.36725029,58952942.220350176
Sofyan Weber,2023/24,5,Vitoria,Forward,4,29,22970442,16.9497,2,original,841,0.8187,Experienced,0,1,0,0,35,1890,54.0,2,23,7,69,779,600,77.1,2,7,4,0.5714,158,5,15,1.0952,0.3333,3.2857,1.4286,0.3333,0.3043,0.5714,7.5238,7.8524,2,50,6,Fracture,100,0.8537,0.4,1,5,6634,4,0,1326.8,6634,410.7763,0.0968,0.0887,-0.0271,0.4208,0.4417,2,2,2,Neutral,3.093633333333333,50.07315,0.19685,13273,27615282.0,22857361.909953438,24760530.14597206
James Bernard,2023/24,5,Vitoria,Forward,4,29,11343824,16.2442,2,original,841,0.8187,Experienced,0,1,0,0,38,2166,57.0,2,16,10,130,1483,1174,79.2,2,91,36,0.3956,17,1,26,0.6648,0.4155,5.4017,1.0803,0.1231,0.625,3.8227,0.7064,5.7382,0,0,0,,0,1.0,0.0,0,1,3126,1,0,3126.0,3126,236.1557,0.0827,0.1387,-0.0991,-0.0389,0.1833,0,1,2,Negative,2.2728333333333333,0.0,-0.0689999999999999,6253,9137291.0,11030902.438638806,10273457.963183284
Arkadiusz Meyer,2023/24,5,AC Milan,Midfielder,3,29,127077813,18.6603,4,original,841,0.8187,Experienced,0,0,0,1,12,948,79.0,1,7,1,32,791,697,88.2,3,12,7,0.5833,106,71,33,0.6646,0.0949,3.038,0.7595,0.2188,0.1429,7.8797,10.0633,6.7215,3,108,9,Foot injury,324,0.5714,0.6,1,5,11219,4,0,2243.8,11219,641.67,0.054,0.1905,-0.2808,0.0292,0.1333,1,5,0,Negative,2.4936666666666665,162.2143,-0.1258,22443,117003168.0,136442714.4755744,128666896.68534464
Mateo Milinkovic,2023/24,5,Roma,Midfielder,3,29,33840848,17.3372,3,original,841,0.8187,Experienced,0,0,0,1,36,2736,76.0,3,1,11,18,1761,1540,87.5,3,45,30,0.6667,104,19,19,0.0329,0.3618,0.5921,0.3947,0.0556,11.0,2.1053,3.4211,2.1447,1,16,1,Hamstring injury,16,0.973,0.2,1,2,8646,1,0,4323.0,8646,509.3063,0.0,0.1473,-0.2139,0.3694,0.5537,0,2,1,Negative,0.8464666666666666,8.0135,0.07775,17294,42450692.0,35057942.628830135,38015043.57729808
Leroy Cisse,2023/24,5,Chelsea,Forward,4,29,19892580,16.8059,2,original,841,0.8187,Experienced,0,1,0,0,34,2006,59.0,2,13,9,65,2480,2311,93.2,3,117,81,0.6923,44,80,43,0.5833,0.4038,2.9163,0.987,0.2,0.6923,8.8385,1.9741,4.6077,1,34,1,Foot injury,34,0.9714,0.2,1,2,6106,2,0,3053.0,6106,386.6404,0.0312,0.2232,-0.3664,0.2042,0.4194,0,4,0,Negative,1.864933333333333,17.0143,-0.0811,12214,30798764.0,20624310.56297161,24694092.337782964
Francis Joseph Coquelin,2023/24,5,Villarreal,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,76,38.0,1,0,0,1,47,39,83.0,2,0,0,0.0,1,0,2,0.0,0.0,1.1842,0.0,0.0,0.0,0.0,1.1842,0.9474,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,71.7247,0.0827,0.0853,-0.0086,0.2389,0.4056,0,0,3,Neutral,0.3158,0.0,0.11515,0,11989637.0,4318936.477430983,7387216.886458589
Pau Francisco Torres,2023/24,5,Villarreal,Midfielder,3,29,4800000,15.3841,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,1,0,108,100,92.6,3,2,1,0.5,3,1,2,0.0,0.5,0.0,0.5,0.0,1.0,1.5,1.5,1.45,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,75.7233,0.1507,0.0357,0.3168,0.1917,0.4611,2,0,1,Positive,0.65,0.0,0.25425,0,26133388.0,4608772.781863272,13218618.669117965
Mikel Rico Moreno,2023/24,5,Huesca,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,154,77.0,1,0,0,0,74,67,90.5,3,2,0,0.0,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,2.3377,1.7532,0.526,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,73.3426,0.0,0.1723,-0.2322,0.05,0.1,0,2,1,Negative,0.1753333333333333,0.0,-0.0910999999999999,0,7738397.0,4300068.412841714,5675399.797705028
Jorge Pulido Mayoral,2023/24,5,Huesca,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,161,80.5,1,0,0,0,66,51,77.3,2,5,0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,3.913,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,68.5936,0.0827,0.14,-0.089,0.2806,0.637,0,1,2,Negative,0.0,0.0,0.0958,0,10342836.0,4027846.2368729934,6553842.242123797
Ã_x0081_lvaro FernÃÂ¡ndez Llorente,2023/24,5,Huesca,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,57,43,75.4,2,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,68.0236,0.258,0.083,0.3692,0.0726,0.2671,3,0,0,Positive,0.0,0.0,0.2208999999999999,0,11055794.0,4282556.916215548,6991851.649729328
Dimitrios Siovas,2023/24,5,Huesca,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,61,54,88.5,3,0,0,0.0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,71.9536,0.15,0.083,0.2559,0.0726,0.2671,2,0,1,Positive,0.0,0.0,0.16425,0,6661047.5,4171368.473730066,5167240.084238039
Pedro Mosquera Parada,2023/24,5,Huesca,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,49,43,87.8,3,2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,71.7436,0.1373,0.0707,0.0067,0.225,0.4667,1,1,1,Neutral,0.0,0.0,0.11585,0,9951066.0,3609600.3799405023,6146186.727964301
Pablo Ã_x008d_nsua Blanco,2023/24,5,Huesca,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,167,83.5,1,0,0,1,51,47,92.2,3,5,1,0.2,0,4,5,0.0,0.0,0.5389,0.0,0.0,0.0,4.8503,0.0,0.2695,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,73.4678,0.076,0.0833,-0.0427,0.0,0.35,1,1,1,Neutral,0.0898333333333333,0.0,-0.02135,0,9127567.0,4084407.066570352,6101670.989942212
Idrissa Doumbia,2023/24,5,Huesca,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,85,42.5,1,0,0,0,41,38,92.7,3,2,0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,4.2353,1.0588,0.3176,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,73.6901,0.131,0.1067,0.0785,0.2722,0.4611,1,1,1,Positive,0.1058666666666666,0.0,0.17535,0,11290870.0,3634009.719345605,6696753.831607362
Juan Carlos Real Ruiz,2023/24,5,Huesca,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,19,19.0,1,0,0,1,5,4,80.0,2,2,0,0.0,0,0,1,0.0,0.0,4.7368,0.0,0.0,0.0,9.4737,0.0,2.3684,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,72.9562,0.28,0.0853,0.3241,0.2944,0.5167,2,0,1,Positive,0.7894666666666666,0.0,0.30925,0,9855870.0,4150335.29124094,6432549.174744563
David Ferreiro Quiroga,2023/24,5,Huesca,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,96,48.0,1,0,0,1,40,34,85.0,3,0,0,0.0,6,0,3,0.0,0.0,0.9375,0.0,0.0,0.0,0.0,5.625,2.1562,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,74.138,0.0603,0.1353,-0.151,0.3083,0.3833,0,2,1,Negative,0.7187333333333333,0.0,0.07865,0,9880847.0,4305624.966171293,6535713.729702775
Sergio Asenjo AndrÃÂ©s,2023/24,5,Villarreal,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,66,52,78.8,2,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,69.0436,0.0417,0.1863,-0.2395,-0.0611,0.1278,0,2,1,Negative,0.0,0.0,-0.1503,0,8141675.0,3610447.487549361,5422938.492529616
RaÃÂºl Albiol i Tortajada,2023/24,5,Villarreal,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,171,85.5,1,0,0,0,104,95,91.3,3,2,0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.1053,0.5263,0.1579,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,73.0305,0.108,0.1917,-0.1704,0.3833,0.4,1,2,0,Negative,0.0526333333333333,0.0,0.1064499999999999,0,9458599.0,4350921.260246203,6393992.506147722
Manuel Trigueros MuÃÂ±oz,2023/24,5,Villarreal,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,135,67.5,1,0,0,1,62,51,82.3,2,2,0,0.0,4,1,3,0.0,0.0,0.6667,0.0,0.0,0.0,2.0,2.6667,1.1333,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,71.7936,0.076,0.1283,-0.151,-0.13,0.485,1,1,1,Negative,0.3777666666666666,0.0,-0.1405,0,8141675.0,4361083.057835797,5873319.834701479
Vicente Iborra De La Fuente,2023/24,5,Villarreal,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,45,45.0,1,0,0,1,35,33,94.3,3,1,0,0.0,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,75.1936,0.184,0.0833,0.0706,0.0,0.35,2,1,0,Positive,0.3333333333333333,0.0,0.0353,0,7797224.0,4202602.802043824,5640451.431226295
Takefusa Kubo,2023/24,5,Villarreal,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,107,53.5,1,0,0,2,32,25,78.1,2,4,2,0.5,5,3,4,0.0,0.0,1.6822,0.0,0.0,0.0,5.8879,4.2056,2.1028,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,71.9878,0.179,0.1863,-0.099,-0.0611,0.1611,1,2,0,Negative,0.7009333333333333,0.0,-0.08005,0,10067918.0,4350836.670593571,6637669.252356142
Carlos Arturo Bacca Ahumada,2023/24,5,Villarreal,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,7,7.0,1,0,0,0,3,2,66.7,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,65.4136,0.0,0.1253,-0.2142,0.2667,0.6648,0,2,1,Negative,0.0,0.0,0.0262499999999999,0,7541210.0,4305701.501934609,5599904.901160765
JosÃÂ© Ramiro Funes Mori,2023/24,5,Villarreal,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,7,7.0,1,0,0,0,5,5,100.0,3,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,75.4036,0.0,0.0707,-0.1338,0.225,0.4333,0,1,2,Negative,0.0,0.0,0.0456,0,11085118.0,4353544.39395113,7046174.1363706775
Fernando Francisco Reges,2023/24,5,Sevilla,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,97,88,90.7,3,7,1,0.1429,2,2,5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.0,0.3,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,73.0636,0.0603,0.1303,-0.1506,0.0167,0.1833,0,2,1,Negative,0.0999999999999999,0.0,-0.06695,0,7501637.5,4384556.83948834,5631389.103693004
Jules KoundÃÂ©,2023/24,5,Sevilla,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,0,2,136,126,92.6,3,4,0,0.0,1,2,1,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.5,0.65,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,74.1586,0.0887,0.1467,-0.0171,-0.019,0.206,1,1,1,Neutral,0.2166666666666666,0.0,-0.01805,0,7869203.5,4199553.367141104,5667413.520284662
JesÃÂºs JoaquÃÂ­n FernÃÂ¡ndez SÃÂ¡ez de la Torre,2023/24,5,Sevilla,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,106,53.0,1,0,0,1,67,55,82.1,2,0,0,0.0,4,1,1,0.0,0.0,0.8491,0.0,0.0,0.0,0.8491,3.3962,1.4434,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,72.1987,0.1303,0.154,0.0176,0.1532,0.2671,1,1,1,Neutral,0.4811333333333333,0.0,0.0854,0,7699013.5,4097288.5270679207,5537978.616240753
JesÃÂºs Navas GonzÃÂ¡lez,2023/24,5,Sevilla,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,0,2,112,83,74.1,2,1,0,0.0,2,2,2,0.0,0.0,1.0,0.0,0.0,0.0,1.5,1.0,0.8,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,68.8336,0.0893,0.0,0.2193,0.2667,0.5667,1,0,2,Positive,0.2666666666666666,0.0,0.243,0,8738720.0,4202881.897008623,6017217.138205174
Joan JordÃÂ¡n Moreno,2023/24,5,Sevilla,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,173,86.5,1,0,0,2,135,125,92.6,3,3,0,0.0,3,2,9,0.0,0.0,1.0405,0.0,0.0,0.0,2.6012,1.5607,0.9884,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,74.6663,0.0417,0.2147,-0.3117,-0.0194,0.3593,0,3,0,Negative,0.3294666666666666,0.0,-0.1655499999999999,0,7770054.5,3781095.4958623536,5376679.047517411
Yassine Bounou,2023/24,5,Sevilla,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,77,63,81.8,2,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.15,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,70.1686,0.0,0.1473,-0.2139,0.3694,0.5537,0,2,1,Negative,0.0499999999999999,0.0,0.07775,0,9880847.0,3769084.799152405,6213789.629491443
Youssef En-Nesyri,2023/24,5,Sevilla,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,74,37.0,1,0,0,1,17,13,76.5,2,2,0,0.0,1,0,2,0.0,0.0,1.2162,0.0,0.0,0.0,2.4324,1.2162,0.973,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,69.8131,0.108,0.179,-0.1609,-0.2333,0.0667,1,2,0,Negative,0.3243333333333333,0.0,-0.1971,0,8454741.0,4391994.506156321,6017093.203693792
Munir El Haddadi Mohamed,2023/24,5,Sevilla,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,74,37.0,1,0,0,0,25,19,76.0,2,3,2,0.6667,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.6486,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,68.2036,0.1373,0.1283,-0.1207,-0.0189,0.5739,1,1,1,Negative,0.0,0.0,-0.0698,0,10289977.0,3761278.635008359,6372757.931005015
Nemanja Gudelj,2023/24,5,Sevilla,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,13,13.0,1,0,0,0,12,12,100.0,3,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,6.9231,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,75.4036,0.0,0.183,-0.3416,0.0228,0.772,0,2,1,Negative,0.0,0.0,-0.1594,0,10790046.0,3649850.0205646073,6505928.512338765
Francisco AlcÃÂ¡cer GarcÃÂ­a,2023/24,5,Villarreal,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,104,52.0,1,0,0,0,25,18,72.0,2,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5962,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,67.0036,0.084,0.194,-0.2607,-0.2133,0.4433,1,2,0,Negative,0.0,0.0,-0.237,0,8365723.0,3751976.739385253,5597475.293631151
Carlos FernÃÂ¡ndez Luna,2023/24,5,Sevilla,Midfielder,3,29,4800000,15.3841,1,estimated,841,0.8187,Experienced,0,0,0,1,2,26,13.0,1,0,1,1,9,7,77.8,2,1,0,0.0,0,0,4,0.0,3.4615,3.4615,3.4615,0.0,1.0,3.4615,0.0,8.6538,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,82.089,0.1447,0.0993,0.0858,-0.1639,0.2127,1,1,1,Positive,4.038433333333334,0.0,-0.0390499999999999,0,7220458.0,4365910.228946771,5507729.387368063
Francisco Javier Hidalgo GÃÂ³mez,2023/24,5,Levante UD,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,9,9.0,1,0,0,1,12,7,58.3,1,0,0,0.0,1,1,1,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,8.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,74.8936,0.1373,0.0357,0.2077,0.025,0.2944,2,0,1,Positive,2.6666666666666665,0.0,0.11635,0,7985469.5,3885120.812737684,5525260.23764261
Jorge MiramÃÂ³n Santagertrudis,2023/24,5,Levante UD,Midfielder,3,29,4800000,15.3841,1,estimated,841,0.8187,Experienced,0,0,0,1,2,98,49.0,1,0,1,0,61,49,80.3,2,4,0,0.0,1,2,0,0.0,0.9184,0.0,0.9184,0.0,1.0,5.5102,0.9184,2.1122,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,73.0266,0.1373,0.0657,0.0071,-0.0667,0.2667,1,1,1,Neutral,1.0102,0.0,-0.0297999999999999,0,9489073.0,4614696.721900947,6564447.283140568
Luis Javier SuÃÂ¡rez Charris,2023/24,5,Granada,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,130,65.0,1,0,0,2,15,11,73.3,2,5,0,0.0,2,0,3,0.0,0.0,1.3846,0.0,0.0,0.0,3.4615,1.3846,1.1077,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,69.0551,0.0,0.194,-0.3947,-0.2967,0.3183,0,2,1,Negative,0.3692333333333333,0.0,-0.3457,0,6491387.5,4035057.2488832464,5017589.349329948
Gerard Moreno Balaguero,2023/24,5,Villarreal,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,173,86.5,1,0,0,6,67,49,73.1,2,6,0,0.0,4,1,4,0.0,0.0,3.1214,0.0,0.0,0.0,3.6416,2.0809,2.185,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,70.6111,0.0,0.099,-0.1503,0.2667,0.5333,0,1,2,Negative,0.7283333333333334,0.0,0.0582,0,16895744.0,4295493.411747677,9335593.547048606
Pervis JosuÃÂ© EstupiÃÂ±ÃÂ¡n Tenorio,2023/24,5,Villarreal,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,121,60.5,1,0,0,1,72,51,70.8,2,6,0,0.0,1,2,3,0.0,0.0,0.7438,0.0,0.0,0.0,5.9504,0.7438,0.595,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,67.5362,0.0,0.149,-0.2864,-0.1667,0.1833,0,2,1,Negative,0.1983333333333333,0.0,-0.2265499999999999,0,8365723.0,3900161.901176006,5686386.390705604
MoisÃÂ©s GÃÂ³mez Bordonado,2023/24,5,Villarreal,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,104,52.0,1,0,0,0,56,46,82.1,2,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5962,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,70.0336,0.1497,0.0647,0.2021,0.35,0.5167,1,1,1,Positive,0.0,0.0,0.27605,0,8999226.0,4242949.877499714,6145460.426499829
Daniel Parejo MuÃÂ±oz,2023/24,5,Villarreal,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,159,140,88.1,3,4,2,0.5,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.45,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,72.5086,0.1373,0.165,-0.1685,-0.2333,0.1,1,2,0,Negative,0.15,0.0,-0.2009,0,19329170.0,3790440.635247723,10005932.381148634
Mario Gaspar PÃÂ©rez MartÃÂ­nez,2023/24,5,Villarreal,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,92,46.0,1,0,0,2,52,41,78.8,2,1,1,1.0,1,2,2,0.0,0.0,1.9565,0.0,0.0,0.0,2.9348,0.9783,1.2717,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,70.9512,0.0,0.2027,-0.3704,0.2917,0.5333,0,2,1,Negative,0.4239,0.0,-0.0393499999999999,0,10056540.0,3766185.347024658,6282327.208214795
Ferland Mendy,2023/24,5,Real Madrid,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,81,67,82.7,2,5,0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,0.15,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,70.4386,0.084,0.1917,-0.1498,0.4667,0.525,1,2,0,Negative,0.0499999999999999,0.0,0.15845,0,10308240.0,3925088.650097685,6478349.190058611
Ã_x0081_lvaro Odriozola Arzallus,2023/24,5,Real Madrid,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,48,48.0,1,0,0,0,21,14,66.7,1,2,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,1.875,0.5625,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,66.2574,0.076,0.0547,0.0298,0.1417,0.6315,1,1,1,Neutral,0.1875,0.0,0.0857499999999999,0,7699013.5,3777686.7234278633,5346217.5340567175
