player_name,season,season_encoded,team,position,position_encoded,current_age,market_value_eur,log_market_value,market_value_tier_encoded,market_value_source,age_squared,age_decay_factor,career_stage,pos_Defender,pos_Forward,pos_Goalkeeper,pos_Midfielder,matches,minutes_played,minutes_per_match,minutes_played_tier_encoded,goals,assists,shots,passes_total,passes_complete,pass_accuracy_pct,pass_accuracy_tier_encoded,tackles_total,tackles_won,tackle_success_rate,dribbles,interceptions,fouls_committed,goals_per90,assists_per90,shots_per90,goal_contributions_per90,shot_conversion_rate,assist_to_goal_ratio,defensive_actions_per90,dribbles_per90,attacking_output_index,total_injuries,total_days_injured,total_matches_missed,most_common_injury,injury_burden_index,availability_rate,injury_frequency,total_injuries_tier_encoded,total_tweets,total_likes,positive_tweets,negative_tweets,tweet_engagement_rate,social_buzz_score,transfer_attractiveness_score,vader_positive_score,vader_negative_score,vader_compound_score,tb_polarity,tb_subjectivity,positive_count,negative_count,neutral_count,sentiment_label,lstm_pred
Martín Zubimendi Ibáñez,2022/23,4,Real Sociedad,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,161,80.5,1,0,0,1,86,75,87.2,3,4,0,0.0,2,5,1,0.0,0.0,0.559,0.0,0.0,0.0,5.0311,1.118,0.6149,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.486,0.1447,0.0993,0.0858,-0.1639,0.2127,1,1,1,Positive,7500000.0
Martín Zubimendi Ibáñez,2023/24,5,Real Sociedad,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,161,80.5,1,0,0,1,86,75,87.2,3,4,0,0.0,2,5,1,0.0,0.0,0.559,0.0,0.0,0.0,5.0311,1.118,0.6149,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.486,0.1497,0.1067,-0.0275,0.2167,0.35,1,1,1,Neutral,6333333.333333333
Mason Grujic,2022/23,4,Monaco,Defender,2,28,50299677.0,17.7335,3,original,784,0.8607,Experienced,1,0,0,0,11,990,90.0,1,1,0,10,2797,2033,72.7,2,72,49,0.6806,186,65,39,0.0909,0.0,0.9091,0.0909,0.1,0.0,12.4545,16.9091,5.8,3,65,6,Hip flexor strain,195,0.6471,0.75,1,3,10508,2,1,3502.6667,10508.0,597.1123,0.046,0.1078,-0.055,0.1333,0.4361,1,2,1,Negative,46614848.19692265
Mason Grujic,2023/24,5,Monaco,Defender,2,29,50299677.0,17.7335,3,original,841,0.8187,Experienced,1,0,0,0,11,990,90.0,1,1,0,10,2797,2033,72.7,2,72,49,0.6806,186,65,39,0.0909,0.0,0.9091,0.0909,0.1,0.0,12.4545,16.9091,5.8,3,65,6,Hip flexor strain,195,0.6471,0.6,1,3,10508,2,1,3502.6667,10508.0,598.6123,0.119,0.104,0.0084,0.0958,0.2625,1,1,2,Neutral,48087611.54262056
Mason Keita,2022/23,4,Manchester United,Defender,2,28,18000504.0,16.7059,2,original,784,0.8607,Experienced,1,0,0,0,4,228,57.0,1,1,2,10,2219,1726,77.8,2,69,38,0.5507,29,34,3,0.3947,0.7895,3.9474,1.1842,0.1,2.0,40.6579,11.4474,8.1711,0,0,0,,0,1.0,0.0,0,3,9088,1,0,3029.3333,9088.0,538.4084,0.3237,0.1067,0.261,0.0083,0.3071,2,1,0,Positive,18602656.26556093
Mason Keita,2023/24,5,Manchester United,Defender,2,29,18000504.0,16.7059,2,original,841,0.8187,Experienced,1,0,0,0,4,228,57.0,1,1,2,10,2219,1726,77.8,2,69,38,0.5507,29,34,3,0.3947,0.7895,3.9474,1.1842,0.1,2.0,40.6579,11.4474,8.1711,0,0,0,,0,1.0,0.0,0,3,9088,1,0,3029.3333,9088.0,538.4084,0.1973,0.0993,0.1571,0.1,0.4,2,1,0,Positive,17480052.02818807
Mason Lopez,2022/23,4,Manchester City,Midfielder,3,28,156712634.0,18.8699,4,original,784,0.8607,Experienced,0,0,0,1,29,2610,90.0,3,8,1,25,488,390,80.0,2,37,26,0.7027,4,63,9,0.2759,0.0345,0.8621,0.3103,0.32,0.125,3.4483,0.1379,1.369,0,0,0,,0,1.0,0.0,0,2,6479,1,0,3239.5,6479.0,402.7433,0.144,0.074,0.2559,-0.1417,0.1278,2,0,1,Positive,158643880.88331366
Mason Lopez,2023/24,5,Manchester City,Midfielder,3,29,156712634.0,18.8699,4,original,841,0.8187,Experienced,0,0,0,1,29,2610,90.0,3,8,1,25,488,390,80.0,2,37,26,0.7027,4,63,9,0.2759,0.0345,0.8621,0.3103,0.32,0.125,3.4483,0.1379,1.369,0,0,0,,0,1.0,0.0,0,2,6479,1,0,3239.5,6479.0,402.7433,0.144,0.074,0.2559,-0.1417,0.1278,2,0,1,Positive,158220627.27973247
Mason Martinez,2022/23,4,Rangers,Forward,4,28,97207580.0,18.3924,4,original,784,0.8607,Experienced,0,1,0,0,27,1998,74.0,2,19,6,135,2061,1603,77.8,2,75,54,0.72,98,45,14,0.8559,0.2703,6.0811,1.1261,0.1407,0.3158,5.4054,4.4144,7.473,3,51,3,Hamstring injury,153,0.9,0.75,1,5,14243,4,0,2848.6,14243.0,790.4842,0.0,0.1568,-0.2499,0.4556,0.3611,0,4,2,Negative,94000677.85839018
Mason Martinez,2023/24,5,Rangers,Forward,4,29,97207580.0,18.3924,4,original,841,0.8187,Experienced,0,1,0,0,27,1998,74.0,2,19,6,135,2061,1603,77.8,2,75,54,0.72,98,45,14,0.8559,0.2703,6.0811,1.1261,0.1407,0.3158,5.4054,4.4144,7.473,3,51,3,Hamstring injury,153,0.9,0.6,1,5,14243,4,0,2848.6,14243.0,791.9842,0.0867,0.1215,-0.0064,0.5181,0.4903,2,3,1,Neutral,93715251.86892202
Mason Richard,2022/23,4,PSG,Midfielder,3,28,1233634.0,14.0255,1,original,784,0.8607,Experienced,0,0,0,1,10,530,53.0,1,8,2,33,2907,2625,90.3,3,21,8,0.381,60,75,20,1.3585,0.3396,5.6038,1.6981,0.2424,0.25,16.3019,10.1887,10.6132,0,0,0,,0,1.0,0.0,0,5,9742,4,0,1948.4,9742.0,573.1608,0.197,0.104,0.1825,0.1781,0.5447,4,2,0,Positive,1672649.5008229373
Mason Richard,2023/24,5,PSG,Midfielder,3,29,1233634.0,14.0255,1,original,841,0.8187,Experienced,0,0,0,1,10,530,53.0,1,8,2,33,2907,2625,90.3,3,21,8,0.381,60,75,20,1.3585,0.3396,5.6038,1.6981,0.2424,0.25,16.3019,10.1887,10.6132,0,0,0,,0,1.0,0.0,0,5,9742,4,0,1948.4,9742.0,573.1608,0.0208,0.1922,-0.27,0.4417,0.475,0,4,2,Negative,1501103.9061287197
Mason Romano,2022/23,4,Nice,Forward,4,28,73478744.0,18.1125,4,original,784,0.8607,Experienced,0,1,0,0,31,2418,78.0,2,14,4,106,772,551,71.5,2,83,43,0.5181,100,78,47,0.5211,0.1489,3.9454,0.67,0.1321,0.2857,5.9926,3.7221,4.9504,1,29,0,Hip flexor strain,29,1.0,0.25,1,5,10401,3,2,2080.2,10401.0,597.6506,0.0745,0.2157,-0.2338,0.1338,0.5362,1,5,0,Negative,70739715.74882329
Mason Romano,2023/24,5,Nice,Forward,4,29,73478744.0,18.1125,4,original,841,0.8187,Experienced,0,1,0,0,31,2418,78.0,2,14,4,106,772,551,71.5,2,83,43,0.5181,100,78,47,0.5211,0.1489,3.9454,0.67,0.1321,0.2857,5.9926,3.7221,4.9504,1,29,0,Hip flexor strain,29,1.0,0.2,1,5,10401,3,2,2080.2,10401.0,598.1506,0.152,0.1402,0.0679,0.0347,0.3014,3,2,1,Positive,71825942.52197531
Mason Wagner,2022/23,4,PSV Eindhoven,Midfielder,3,28,25333299.0,17.0476,2,original,784,0.8607,Experienced,0,0,0,1,26,2080,80.0,2,10,13,58,2076,1911,92.1,3,6,4,0.6667,159,75,33,0.4327,0.5625,2.5096,0.9952,0.1724,1.3,3.5048,6.8798,5.7418,1,54,8,Hip flexor strain,54,0.7647,0.25,1,2,6926,0,0,3463.0,6926.0,427.9615,0.0417,0.1723,-0.2743,-0.0611,0.1278,0,2,1,Negative,25323388.216290433
Mason Wagner,2023/24,5,PSV Eindhoven,Midfielder,3,29,25333299.0,17.0476,2,original,841,0.8187,Experienced,0,0,0,1,26,2080,80.0,2,10,13,58,2076,1911,92.1,3,6,4,0.6667,159,75,33,0.4327,0.5625,2.5096,0.9952,0.1724,1.3,3.5048,6.8798,5.7418,1,54,8,Hip flexor strain,54,0.7647,0.2,1,2,6926,0,0,3463.0,6926.0,428.4615,0.0603,0.0647,-0.0172,0.2944,0.4056,0,1,2,Neutral,26913805.98631716
Mateo Bernard,2022/23,4,Real Madrid,Defender,2,28,42971778.0,17.5761,3,original,784,0.8607,Experienced,1,0,0,0,8,720,90.0,1,1,3,9,337,225,67.0,1,99,70,0.7071,133,26,30,0.125,0.375,1.125,0.5,0.1111,3.0,15.625,16.625,6.675,3,67,2,Cartilage damage,201,0.8,0.75,1,4,11194,2,0,2798.5,11194.0,631.4646,0.192,0.1238,0.1845,0.2833,0.4812,2,1,1,Positive,37004377.096283846
Mateo Bernard,2023/24,5,Real Madrid,Defender,2,29,42971778.0,17.5761,3,original,841,0.8187,Experienced,1,0,0,0,8,720,90.0,1,1,3,9,337,225,67.0,1,99,70,0.7071,133,26,30,0.125,0.375,1.125,0.5,0.1111,3.0,15.625,16.625,6.675,3,67,2,Cartilage damage,201,0.8,0.6,1,4,11194,2,0,2798.5,11194.0,632.9646,0.2012,0.133,0.0638,0.4229,0.5208,2,2,0,Positive,36909061.05658848
Mateo Coulibaly,2022/23,4,Feyenoord,Defender,2,28,62639331.0,17.9529,4,original,784,0.8607,Experienced,1,0,0,0,9,513,57.0,1,2,3,18,2209,1358,61.5,1,110,57,0.5182,149,38,31,0.3509,0.5263,3.1579,0.8772,0.1111,1.5,25.9649,26.1404,11.5263,3,86,6,Calf muscle strain,258,0.6,0.75,1,3,13109,0,1,4369.6667,13109.0,732.5953,0.084,0.2027,-0.2364,0.375,0.6583,1,2,0,Negative,56161349.2912231
Mateo Coulibaly,2023/24,5,Feyenoord,Defender,2,29,62639331.0,17.9529,4,original,841,0.8187,Experienced,1,0,0,0,9,513,57.0,1,2,3,18,2209,1358,61.5,1,110,57,0.5182,149,38,31,0.3509,0.5263,3.1579,0.8772,0.1111,1.5,25.9649,26.1404,11.5263,3,86,6,Calf muscle strain,258,0.6,0.6,1,3,13109,0,1,4369.6667,13109.0,734.0953,0.0417,0.2057,-0.2911,0.2722,0.4278,0,2,1,Negative,56847018.6685222
Mateo Fernandes,2022/23,4,Tottenham,Defender,2,28,13772942.0,16.4382,2,original,784,0.8607,Experienced,1,0,0,0,8,712,89.0,1,1,2,12,2905,2695,92.8,3,86,49,0.5698,70,54,44,0.1264,0.2528,1.5169,0.3792,0.0833,2.0,17.6966,8.8483,4.2978,2,83,7,Cartilage damage,166,0.5333,0.5,1,3,11931,2,1,3977.0,11931.0,671.3797,0.124,0.1105,0.0867,0.4438,0.6236,2,2,0,Positive,13348433.058882209
Mateo Fernandes,2023/24,5,Tottenham,Defender,2,29,13772942.0,16.4382,2,original,841,0.8187,Experienced,1,0,0,0,8,712,89.0,1,1,2,12,2905,2695,92.8,3,86,49,0.5698,70,54,44,0.1264,0.2528,1.5169,0.3792,0.0833,2.0,17.6966,8.8483,4.2978,2,83,7,Cartilage damage,166,0.5333,0.4,1,3,11931,2,1,3977.0,11931.0,672.3797,0.2685,0.0625,0.2693,0.0521,0.397,3,1,0,Positive,12963189.03098494
Mateo Lopez,2022/23,4,Porto,Midfielder,3,28,69839593.0,18.0617,4,original,784,0.8607,Experienced,0,0,0,1,19,1368,72.0,2,10,4,79,2752,1992,72.4,2,21,13,0.619,127,66,46,0.6579,0.2632,5.1974,0.9211,0.1266,0.4,5.7237,8.3553,7.6053,0,0,0,,0,1.0,0.0,0,3,7754,2,0,2584.6667,7754.0,471.9513,0.0,0.1142,-0.1805,0.2,0.4,0,2,2,Negative,68178220.86830965
Mateo Lopez,2023/24,5,Porto,Midfielder,3,29,69839593.0,18.0617,4,original,841,0.8187,Experienced,0,0,0,1,19,1368,72.0,2,10,4,79,2752,1992,72.4,2,21,13,0.619,127,66,46,0.6579,0.2632,5.1974,0.9211,0.1266,0.4,5.7237,8.3553,7.6053,0,0,0,,0,1.0,0.0,0,3,7754,2,0,2584.6667,7754.0,471.9513,0.0882,0.1292,-0.1231,0.0792,0.2208,1,2,1,Negative,69380097.52620831
Mateo Martin,2022/23,4,Braga,Midfielder,3,28,17597756.0,16.6833,2,original,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,4,2490,2290,92.0,3,49,26,0.5306,70,28,38,0.0,0.0,4.0,0.0,0.0,0.0,77.0,70.0,23.0,1,3,0,Groin injury,3,1.0,0.25,1,2,6997,2,0,3498.5,6997.0,457.8166,0.197,0.0745,0.2978,0.3875,0.6438,3,1,0,Positive,16573624.05766845
Mateo Martin,2023/24,5,Braga,Midfielder,3,29,17597756.0,16.6833,2,original,841,0.8187,Experienced,0,0,0,1,1,90,90.0,1,0,0,4,2490,2290,92.0,3,49,26,0.5306,70,28,38,0.0,0.0,4.0,0.0,0.0,0.0,77.0,70.0,23.0,1,3,0,Groin injury,3,1.0,0.2,1,2,6997,2,0,3498.5,6997.0,458.3166,0.1705,0.104,0.1217,0.0229,0.247,1,1,2,Positive,16538663.280802594
Mateo Milinkovic,2022/23,4,Roma,Midfielder,3,28,33840848.0,17.3372,3,original,784,0.8607,Experienced,0,0,0,1,36,2736,76.0,3,1,11,18,1761,1540,87.5,3,45,30,0.6667,104,19,19,0.0329,0.3618,0.5921,0.3947,0.0556,11.0,2.1053,3.4211,2.1447,1,16,1,Hamstring injury,16,0.973,0.25,1,2,8646,1,0,4323.0,8646.0,508.8063,0.0417,0.2057,-0.2911,0.2722,0.4278,0,2,1,Negative,35591917.895830475
Mateo Milinkovic,2023/24,5,Roma,Midfielder,3,29,33840848.0,17.3372,3,original,841,0.8187,Experienced,0,0,0,1,36,2736,76.0,3,1,11,18,1761,1540,87.5,3,45,30,0.6667,104,19,19,0.0329,0.3618,0.5921,0.3947,0.0556,11.0,2.1053,3.4211,2.1447,1,16,1,Hamstring injury,16,0.973,0.2,1,2,8646,1,0,4323.0,8646.0,509.3063,0.0,0.1473,-0.2139,0.3694,0.5537,0,2,1,Negative,34100836.19843168
Mateo Pereira,2022/23,4,Arsenal,Forward,4,28,44799494.0,17.6177,3,original,784,0.8607,Experienced,0,1,0,0,25,2000,80.0,2,12,0,53,2516,2276,90.5,3,115,52,0.4522,37,22,49,0.54,0.0,2.385,0.54,0.2264,0.0,6.165,1.665,3.312,1,42,1,Hip flexor strain,42,0.9615,0.25,1,3,8600,1,1,2866.6667,8600.0,509.6611,0.1507,0.0357,0.3168,0.1917,0.4611,2,0,1,Positive,44560067.33122777
Mateo Pereira,2023/24,5,Arsenal,Forward,4,29,44799494.0,17.6177,3,original,841,0.8187,Experienced,0,1,0,0,25,2000,80.0,2,12,0,53,2516,2276,90.5,3,115,52,0.4522,37,22,49,0.54,0.0,2.385,0.54,0.2264,0.0,6.165,1.665,3.312,1,42,1,Hip flexor strain,42,0.9615,0.2,1,3,8600,1,1,2866.6667,8600.0,510.1611,0.2267,0.0833,0.2069,0.1667,0.55,2,1,0,Positive,44545126.39139121
Mateo Robert,2022/23,4,PSV Eindhoven,Forward,4,28,36304653.0,17.4075,3,original,784,0.8607,Experienced,0,1,0,0,19,931,49.0,1,12,8,80,1345,1195,88.9,3,84,56,0.6667,30,16,6,1.16,0.7734,7.7336,1.9334,0.15,0.6667,9.667,2.9001,9.7637,1,59,4,Hip flexor strain,59,0.8261,0.25,1,4,2212,4,0,553.0,2212.0,198.3609,0.3123,0.078,0.3775,0.2306,0.4107,4,1,1,Positive,38776433.90200203
Mateo Robert,2023/24,5,PSV Eindhoven,Forward,4,29,36304653.0,17.4075,3,original,841,0.8187,Experienced,0,1,0,0,19,931,49.0,1,12,8,80,1345,1195,88.9,3,84,56,0.6667,30,16,6,1.16,0.7734,7.7336,1.9334,0.15,0.6667,9.667,2.9001,9.7637,1,59,4,Hip flexor strain,59,0.8261,0.2,1,4,2212,4,0,553.0,2212.0,198.8609,0.2102,0.1205,0.211,0.2264,0.4923,3,3,0,Positive,37683441.351353146
Mateo Schneider,2022/23,4,Barcelona,Midfielder,3,28,58356477.0,17.8821,3,original,784,0.8607,Experienced,0,0,0,1,6,444,74.0,1,3,3,28,2633,2185,83.0,2,47,37,0.7872,167,79,60,0.6081,0.6081,5.6757,1.2162,0.1071,1.0,25.5405,33.8514,16.0338,2,56,2,Back injury,112,0.75,0.5,1,5,12900,3,0,2580.0,12900.0,738.4648,0.2186,0.1252,0.2507,0.3586,0.5867,3,2,0,Positive,54193723.907908164
Mateo Schneider,2023/24,5,Barcelona,Midfielder,3,29,58356477.0,17.8821,3,original,841,0.8187,Experienced,0,0,0,1,6,444,74.0,1,3,3,28,2633,2185,83.0,2,47,37,0.7872,167,79,60,0.6081,0.6081,5.6757,1.2162,0.1071,1.0,25.5405,33.8514,16.0338,2,56,2,Back injury,112,0.75,0.4,1,5,12900,3,0,2580.0,12900.0,739.4648,0.0824,0.0638,0.0443,0.3567,0.43,2,1,2,Neutral,53720849.73434191
Mateo Torres,2022/23,4,Celtic,Forward,4,28,21162434.0,16.8677,2,original,784,0.8607,Experienced,0,1,0,0,35,1610,46.0,2,12,11,80,2185,1573,72.0,2,77,46,0.5974,99,34,11,0.6708,0.6149,4.472,1.2857,0.15,0.9167,6.205,5.5342,7.1385,0,0,0,,0,1.0,0.0,0,2,945,1,0,472.5,945.0,128.2932,0.108,0.1977,-0.2566,0.0,0.3333,1,2,0,Negative,14133073.383202286
Mateo Torres,2023/24,5,Celtic,Forward,4,29,21162434.0,16.8677,2,original,841,0.8187,Experienced,0,1,0,0,35,1610,46.0,2,12,11,80,2185,1573,72.0,2,77,46,0.5974,99,34,11,0.6708,0.6149,4.472,1.2857,0.15,0.9167,6.205,5.5342,7.1385,0,0,0,,0,1.0,0.0,0,2,945,1,0,472.5,945.0,128.2932,0.1453,0.0357,0.2314,0.2194,0.475,2,0,1,Positive,15060445.871350808
Mateo Toure,2022/23,4,Olympique Lyon,Forward,4,28,15568615.0,16.5608,2,original,784,0.8607,Experienced,0,1,0,0,29,2233,77.0,2,15,11,47,2850,2071,72.7,2,109,49,0.4495,51,56,26,0.6046,0.4433,1.8943,1.0479,0.3191,0.7333,6.6502,2.0555,4.2642,1,35,6,Concussion,35,0.8286,0.25,1,2,9313,2,0,4656.5,9313.0,538.6207,0.1715,0.0492,0.1964,0.0646,0.3783,2,1,1,Positive,16183432.577796953
Mateo Toure,2023/24,5,Olympique Lyon,Forward,4,29,15568615.0,16.5608,2,original,841,0.8187,Experienced,0,1,0,0,29,2233,77.0,2,15,11,47,2850,2071,72.7,2,109,49,0.4495,51,56,26,0.6046,0.4433,1.8943,1.0479,0.3191,0.7333,6.6502,2.0555,4.2642,1,35,6,Concussion,35,0.8286,0.2,1,2,9313,2,0,4656.5,9313.0,539.1207,0.1085,0.1362,-0.0678,-0.1704,0.3483,1,2,1,Negative,17672053.32860488
Mateusz Bamba,2022/23,4,Celtic,Forward,4,28,26769561.0,17.1028,2,original,784,0.8607,Experienced,0,1,0,0,37,2590,70.0,3,27,2,83,1607,1092,68.0,1,45,29,0.6444,181,34,38,0.9382,0.0695,2.8842,1.0077,0.3253,0.0741,2.7452,6.2896,6.2826,0,0,0,,0,1.0,0.0,0,5,12588,5,0,2517.6,12588.0,708.4295,0.1863,0.095,0.2212,0.5726,0.6464,4,2,1,Positive,23177493.906636227
Mateusz Bamba,2023/24,5,Celtic,Forward,4,29,26769561.0,17.1028,2,original,841,0.8187,Experienced,0,1,0,0,37,2590,70.0,3,27,2,83,1607,1092,68.0,1,45,29,0.6444,181,34,38,0.9382,0.0695,2.8842,1.0077,0.3253,0.0741,2.7452,6.2896,6.2826,0,0,0,,0,1.0,0.0,0,5,12588,5,0,2517.6,12588.0,708.4295,0.1003,0.136,-0.0296,0.2155,0.3626,2,4,1,Neutral,24251441.505626384
Mateusz Cisse,2022/23,4,Celtic,Defender,2,28,21393246.0,16.8786,2,original,784,0.8607,Experienced,1,0,0,0,24,1224,51.0,2,7,7,30,2499,1786,71.5,2,83,40,0.4819,16,59,58,0.5147,0.5147,2.2059,1.0294,0.2333,1.0,10.4412,1.1765,4.0294,2,82,5,Hamstring injury,164,0.8276,0.5,1,3,5167,0,1,1722.3333,5167.0,328.7392,0.0613,0.1153,-0.0012,-0.1417,0.1278,1,1,1,Neutral,21040581.68691309
Mateusz Cisse,2023/24,5,Celtic,Defender,2,29,21393246.0,16.8786,2,original,841,0.8187,Experienced,1,0,0,0,24,1224,51.0,2,7,7,30,2499,1786,71.5,2,83,40,0.4819,16,59,58,0.5147,0.5147,2.2059,1.0294,0.2333,1.0,10.4412,1.1765,4.0294,2,82,5,Hamstring injury,164,0.8276,0.4,1,3,5167,0,1,1722.3333,5167.0,329.7392,0.0417,0.1723,-0.2743,-0.0611,0.1278,0,2,1,Negative,21168686.006112937
Mateusz Costa,2022/23,4,Liverpool,Midfielder,3,28,26404614.0,17.089,2,original,784,0.8607,Experienced,0,0,0,1,37,2146,58.0,2,2,17,17,1084,959,88.5,3,34,18,0.5294,37,76,0,0.0839,0.713,0.713,0.7968,0.1176,8.5,4.6132,1.5517,2.4995,0,0,0,,0,1.0,0.0,0,2,9343,0,0,4671.5,9343.0,546.6274,0.1373,0.1367,-0.1029,-0.1667,0.2167,1,2,0,Negative,26649392.975529213
Mateusz Costa,2023/24,5,Liverpool,Midfielder,3,29,26404614.0,17.089,2,original,841,0.8187,Experienced,0,0,0,1,37,2146,58.0,2,2,17,17,1084,959,88.5,3,34,18,0.5294,37,76,0,0.0839,0.713,0.713,0.7968,0.1176,8.5,4.6132,1.5517,2.4995,0,0,0,,0,1.0,0.0,0,2,9343,0,0,4671.5,9343.0,546.6274,0.0,0.1633,-0.2673,0.3417,0.3,0,2,1,Negative,27349002.84850182
Mateusz Coulibaly,2022/23,4,Inter Milan,Forward,4,28,55379121.0,17.8297,3,original,784,0.8607,Experienced,0,1,0,0,36,2304,64.0,2,23,10,115,1345,1230,91.5,3,83,63,0.759,179,51,28,0.8984,0.3906,4.4922,1.2891,0.2,0.4348,5.2344,6.9922,7.8203,3,126,15,Ankle sprain,378,0.7059,0.75,1,1,757,1,0,757.0,757.0,118.7193,0.0,0.0657,-0.1334,-0.0667,0.2333,0,1,2,Negative,56331004.90449432
Mateusz Coulibaly,2023/24,5,Inter Milan,Forward,4,29,55379121.0,17.8297,3,original,841,0.8187,Experienced,0,1,0,0,36,2304,64.0,2,23,10,115,1345,1230,91.5,3,83,63,0.759,179,51,28,0.8984,0.3906,4.4922,1.2891,0.2,0.4348,5.2344,6.9922,7.8203,3,126,15,Ankle sprain,378,0.7059,0.6,1,1,757,1,0,757.0,757.0,120.2193,0.1587,0.0853,0.1016,0.1278,0.35,1,0,2,Positive,56120999.260398604
Mateusz Milinkovic,2022/23,4,Rangers,Defender,2,28,21159690.0,16.8676,2,original,784,0.8607,Experienced,1,0,0,0,20,1100,55.0,2,8,1,69,1225,770,62.9,1,90,68,0.7556,42,6,25,0.6545,0.0818,5.6455,0.7364,0.1159,0.125,7.8545,3.4364,5.9809,3,121,4,Hip flexor strain,363,0.8333,0.75,1,1,121,0,0,121.0,121.0,74.2932,0.0,0.2273,-0.4115,0.0367,0.6183,0,2,1,Negative,21197793.819499318
Mateusz Milinkovic,2023/24,5,Rangers,Defender,2,29,21159690.0,16.8676,2,original,841,0.8187,Experienced,1,0,0,0,20,1100,55.0,2,8,1,69,1225,770,62.9,1,90,68,0.7556,42,6,25,0.6545,0.0818,5.6455,0.7364,0.1159,0.125,7.8545,3.4364,5.9809,3,121,4,Hip flexor strain,363,0.8333,0.6,1,1,121,0,0,121.0,121.0,75.7932,0.108,0.165,-0.1957,-0.2333,0.0667,1,2,0,Negative,23104063.49582169
Mateusz Oliveira,2022/23,4,Real Sociedad,Midfielder,3,28,30232258.0,17.2244,3,original,784,0.8607,Experienced,0,0,0,1,30,1710,57.0,2,8,5,30,2731,2048,75.0,2,38,17,0.4474,94,21,60,0.4211,0.2632,1.5789,0.6842,0.2667,0.625,3.1053,4.9474,4.0632,1,50,0,Hip flexor strain,50,1.0,0.25,1,5,11173,4,0,2234.6,11173.0,634.1936,0.1852,0.1357,0.0302,0.2542,0.3702,3,3,0,Neutral,26958354.96162163
Mateusz Oliveira,2023/24,5,Real Sociedad,Midfielder,3,29,30232258.0,17.2244,3,original,841,0.8187,Experienced,0,0,0,1,30,1710,57.0,2,8,5,30,2731,2048,75.0,2,38,17,0.4474,94,21,60,0.4211,0.2632,1.5789,0.6842,0.2667,0.625,3.1053,4.9474,4.0632,1,50,0,Hip flexor strain,50,1.0,0.2,1,5,11173,4,0,2234.6,11173.0,634.6936,0.0887,0.1243,0.015,0.4157,0.4421,2,2,2,Neutral,25359743.772974852
Mateusz Richard,2022/23,4,Ajax,Midfielder,3,28,46018986.0,17.6446,3,original,784,0.8607,Experienced,0,0,0,1,29,1334,46.0,2,1,5,8,375,278,74.2,2,32,23,0.7188,170,66,29,0.0675,0.3373,0.5397,0.4048,0.125,5.0,6.6117,11.4693,4.5877,3,68,2,Ankle sprain,204,0.9355,0.75,1,4,8797,2,0,2199.25,8797.0,511.4581,0.2375,0.064,0.3541,0.2729,0.497,2,0,2,Positive,43931496.29634415
Mateusz Richard,2023/24,5,Ajax,Midfielder,3,29,46018986.0,17.6446,3,original,841,0.8187,Experienced,0,0,0,1,29,1334,46.0,2,1,5,8,375,278,74.2,2,32,23,0.7188,170,66,29,0.0675,0.3373,0.5397,0.4048,0.125,5.0,6.6117,11.4693,4.5877,3,68,2,Ankle sprain,204,0.9355,0.6,1,4,8797,2,0,2199.25,8797.0,512.9581,0.298,0.0,0.477,0.0542,0.394,3,0,1,Positive,42367225.17103141
Mateusz Roberts,2022/23,4,Lens,Midfielder,3,28,32417030.0,17.2942,3,original,784,0.8607,Experienced,0,0,0,1,26,2288,88.0,2,5,7,23,2084,1479,71.0,2,6,2,0.3333,53,48,37,0.1967,0.2753,0.9047,0.472,0.2174,1.4,2.1241,2.0848,2.2185,2,76,7,Muscle strain,152,0.7879,0.5,1,2,7571,1,1,3785.5,7571.0,446.7056,0.0,0.0533,-0.0905,-0.0667,0.2333,0,1,2,Negative,32139363.181593914
Mateusz Roberts,2023/24,5,Lens,Midfielder,3,29,32417030.0,17.2942,3,original,841,0.8187,Experienced,0,0,0,1,26,2288,88.0,2,5,7,23,2084,1479,71.0,2,6,2,0.3333,53,48,37,0.1967,0.2753,0.9047,0.472,0.2174,1.4,2.1241,2.0848,2.2185,2,76,7,Muscle strain,152,0.7879,0.4,1,2,7571,1,1,3785.5,7571.0,447.7056,0.184,0.0833,0.0706,0.0,0.35,2,1,0,Positive,31688352.729372073
Mateusz Rodriguez,2022/23,4,Rangers,Defender,2,28,3075479.0,14.939,1,original,784,0.8607,Experienced,1,0,0,0,1,85,85.0,1,0,0,8,368,262,71.2,2,77,35,0.4545,128,28,9,0.0,0.0,8.4706,0.0,0.0,0.0,111.1765,135.5294,44.8941,3,113,10,Foot injury,339,0.0909,0.75,1,1,2282,1,0,2282.0,2282.0,235.6337,0.0613,0.1347,-0.0528,0.1917,0.4278,1,1,1,Negative,7058780.266304936
